input,prompt,response
Hammer|Screwdriver|Toad,Answer using only one word - Screwdriver or Toad and not Hammer. Which is more similar in semantic meaning to Hammer?,screwdriver
Chameleon|Grinding disk|Lawn Mower,Answer using only one word - Grinding disk or Lawn Mower and not Chameleon. Which is more similar in semantic meaning to Chameleon?,lawnmower
Anvil|Boa python|Turtle,Answer using only one word - Boa python or Turtle and not Anvil. Which is more similar in semantic meaning to Anvil?,turtle
Saw|Gecko|Tortoise,Answer using only one word - Gecko or Tortoise and not Saw. Which is more similar in semantic meaning to Saw?,tortoise
Salamander|Gecko|Hammer,Answer using only one word - Gecko or Hammer and not Salamander. Which is more similar in semantic meaning to Salamander?,gecko
Knife|Anvil|Hammer,Answer using only one word - Anvil or Hammer and not Knife. Which is more similar in semantic meaning to Knife?,hammer
Blindworm|Dinosaur|Screwdriver,Answer using only one word - Dinosaur or Screwdriver and not Blindworm. Which is more similar in semantic meaning to Blindworm?,dinosaur
Lizard|Alligator|Nail,Answer using only one word - Alligator or Nail and not Lizard. Which is more similar in semantic meaning to Lizard?,alligator
Nail|Hammer|Shovel,Answer using only one word - Hammer or Shovel and not Nail. Which is more similar in semantic meaning to Nail?,shovel
Shovel|Caiman|Chameleon,Answer using only one word - Caiman or Chameleon and not Shovel. Which is more similar in semantic meaning to Shovel?,caiman
Knife|Alligator|Hammer,Answer using only one word - Alligator or Hammer and not Knife. Which is more similar in semantic meaning to Knife?,hammer
Axe|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Axe. Which is more similar in semantic meaning to Axe?,chisel
Caiman|Paint brush|Shovel,Answer using only one word - Paint brush or Shovel and not Caiman. Which is more similar in semantic meaning to Caiman?,shovel
Nail|Screwdriver|Vacuum,Answer using only one word - Screwdriver or Vacuum and not Nail. Which is more similar in semantic meaning to Nail?,screwdriver
Turtle|Cobra|Salamander,Answer using only one word - Cobra or Salamander and not Turtle. Which is more similar in semantic meaning to Turtle?,salamander
Oil can|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Oil can. Which is more similar in semantic meaning to Oil can?,vacuum
Snake|Dinosaur|Shovel,Answer using only one word - Dinosaur or Shovel and not Snake. Which is more similar in semantic meaning to Snake?,dinosaur
Oil can|Blindworm|Knife,Answer using only one word - Blindworm or Knife and not Oil can. Which is more similar in semantic meaning to Oil can?,knife
Nail|Lizard|Turtle,Answer using only one word - Lizard or Turtle and not Nail. Which is more similar in semantic meaning to Nail?,turtle
Snake|Chameleon|Cobra,Answer using only one word - Chameleon or Cobra and not Snake. Which is more similar in semantic meaning to Snake?,chameleon
Chisel|Alligator|Turtle,Answer using only one word - Alligator or Turtle and not Chisel. Which is more similar in semantic meaning to Chisel?,turtle
Knife|Boa python|Gecko,Answer using only one word - Boa python or Gecko and not Knife. Which is more similar in semantic meaning to Knife?,boa python
Nail|Anvil|Gecko,Answer using only one word - Anvil or Gecko and not Nail. Which is more similar in semantic meaning to Nail?,anvil
Hammer|Oil can|Toad,Answer using only one word - Oil can or Toad and not Hammer. Which is more similar in semantic meaning to Hammer?,oil can
Vacuum|Gecko|Knife,Answer using only one word - Gecko or Knife and not Vacuum. Which is more similar in semantic meaning to Vacuum?,knife
Salamander|Grinding disk|Spanner,Answer using only one word - Grinding disk or Spanner and not Salamander. Which is more similar in semantic meaning to Salamander?,spanner
Oil can|Cobra|Lawn Mower,Answer using only one word - Cobra or Lawn Mower and not Oil can. Which is more similar in semantic meaning to Oil can?,lawnmower
Lawn Mower|Grinding disk|Hammer,Answer using only one word - Grinding disk or Hammer and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,hammer
Chisel|Oil can|Saw,Answer using only one word - Oil can or Saw and not Chisel. Which is more similar in semantic meaning to Chisel?,saw
Blindworm|Saw|Shovel,Answer using only one word - Saw or Shovel and not Blindworm. Which is more similar in semantic meaning to Blindworm?,shovel
Nail|Chisel|Snake,Answer using only one word - Chisel or Snake and not Nail. Which is more similar in semantic meaning to Nail?,chisel
Spanner|Oil can|Screwdriver,Answer using only one word - Oil can or Screwdriver and not Spanner. Which is more similar in semantic meaning to Spanner?,screwdriver
Chameleon|Axe|Grinding disk,Answer using only one word - Axe or Grinding disk and not Chameleon. Which is more similar in semantic meaning to Chameleon?,axe
Anvil|Hammer|Lawn Mower,Answer using only one word - Hammer or Lawn Mower and not Anvil. Which is more similar in semantic meaning to Anvil?,hammer
Chisel|Dinosaur|Snake,Answer using only one word - Dinosaur or Snake and not Chisel. Which is more similar in semantic meaning to Chisel?,snake
Spanner|Lizard|Toad,Answer using only one word - Lizard or Toad and not Spanner. Which is more similar in semantic meaning to Spanner?,toad
Spanner|Dinosaur|Gecko,Answer using only one word - Dinosaur or Gecko and not Spanner. Which is more similar in semantic meaning to Spanner?,gecko
Chisel|Hammer|Nail,Answer using only one word - Hammer or Nail and not Chisel. Which is more similar in semantic meaning to Chisel?,hammer
Vacuum|Blindworm|Lawn Mower,Answer using only one word - Blindworm or Lawn Mower and not Vacuum. Which is more similar in semantic meaning to Vacuum?,lawnmower
Nail|Boa python|Screwdriver,Answer using only one word - Boa python or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,screwdriver
Vacuum|Caiman|Tortoise,Answer using only one word - Caiman or Tortoise and not Vacuum. Which is more similar in semantic meaning to Vacuum?,tortoise
Screwdriver|Crocodile|Shovel,Answer using only one word - Crocodile or Shovel and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,shovel
Lawn Mower|Axe|Saw,Answer using only one word - Axe or Saw and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,saw
Axe|Alligator|Chisel,Answer using only one word - Alligator or Chisel and not Axe. Which is more similar in semantic meaning to Axe?,chisel
Snake|Chameleon|Vacuum,Answer using only one word - Chameleon or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,chameleon
Axe|Anvil|Grinding disk,Answer using only one word - Anvil or Grinding disk and not Axe. Which is more similar in semantic meaning to Axe?,grinding disk
Chameleon|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Chameleon. Which is more similar in semantic meaning to Chameleon?,hammer
Grinding disk|Crocodile|Nail,Answer using only one word - Crocodile or Nail and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,nail
Crocodile|Alligator|Caiman,Answer using only one word - Alligator or Caiman and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Alligator
Anvil|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Anvil. Which is more similar in semantic meaning to Anvil?,vacuum
Shovel|Chameleon|Oil can,Answer using only one word - Chameleon or Oil can and not Shovel. Which is more similar in semantic meaning to Shovel?,oil can
Chisel|Anvil|Turtle,Answer using only one word - Anvil or Turtle and not Chisel. Which is more similar in semantic meaning to Chisel?,anvil
Boa python|Alligator|Dinosaur,Answer using only one word - Alligator or Dinosaur and not Boa python. Which is more similar in semantic meaning to Boa python?,Alligator
Spanner|Grinding disk|Lizard,Answer using only one word - Grinding disk or Lizard and not Spanner. Which is more similar in semantic meaning to Spanner?,grinding disk
Screwdriver|Lawn Mower|Oil can,Answer using only one word - Lawn Mower or Oil can and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,oil can
Knife|Crocodile|Lizard,Answer using only one word - Crocodile or Lizard and not Knife. Which is more similar in semantic meaning to Knife?,crocodile
Chisel|Crocodile|Grinding disk,Answer using only one word - Crocodile or Grinding disk and not Chisel. Which is more similar in semantic meaning to Chisel?,grinding disk
Grinding disk|Blindworm|Crocodile,Answer using only one word - Blindworm or Crocodile and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,crocodile
Anvil|Knife|Shovel,Answer using only one word - Knife or Shovel and not Anvil. Which is more similar in semantic meaning to Anvil?,shovel
Lawn Mower|Snake|Turtle,Answer using only one word - Snake or Turtle and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,turtle
Snake|Anvil|Vacuum,Answer using only one word - Anvil or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,vacuum
Vacuum|Alligator|Saw,Answer using only one word - Alligator or Saw and not Vacuum. Which is more similar in semantic meaning to Vacuum?,saw
Blindworm|Axe|Boa python,Answer using only one word - Axe or Boa python and not Blindworm. Which is more similar in semantic meaning to Blindworm?,boa python
Hammer|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Hammer. Which is more similar in semantic meaning to Hammer?,screwdriver
Chisel|Paint brush|Salamander,Answer using only one word - Paint brush or Salamander and not Chisel. Which is more similar in semantic meaning to Chisel?,paint brush
Paint brush|Nail|Salamander,Answer using only one word - Nail or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,nail
Chameleon|Dinosaur|Toad,Answer using only one word - Dinosaur or Toad and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Toad
Chameleon|Lizard|Snake,Answer using only one word - Lizard or Snake and not Chameleon. Which is more similar in semantic meaning to Chameleon?,snake
Lizard|Caiman|Toad,Answer using only one word - Caiman or Toad and not Lizard. Which is more similar in semantic meaning to Lizard?,Toad
Oil can|Salamander|Shovel,Answer using only one word - Salamander or Shovel and not Oil can. Which is more similar in semantic meaning to Oil can?,shovel
Hammer|Blindworm|Snake,Answer using only one word - Blindworm or Snake and not Hammer. Which is more similar in semantic meaning to Hammer?,blindworm
Anvil|Crocodile|Paint brush,Answer using only one word - Crocodile or Paint brush and not Anvil. Which is more similar in semantic meaning to Anvil?,paint brush
Chameleon|Toad|Tortoise,Answer using only one word - Toad or Tortoise and not Chameleon. Which is more similar in semantic meaning to Chameleon?,tortoise
Chisel|Anvil|Paint brush,Answer using only one word - Anvil or Paint brush and not Chisel. Which is more similar in semantic meaning to Chisel?,paint brush
Shovel|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Shovel. Which is more similar in semantic meaning to Shovel?,chisel
Turtle|Cobra|Lawn Mower,Answer using only one word - Cobra or Lawn Mower and not Turtle. Which is more similar in semantic meaning to Turtle?,cobra
Lizard|Snake|Vacuum,Answer using only one word - Snake or Vacuum and not Lizard. Which is more similar in semantic meaning to Lizard?,snake
Chameleon|Axe|Saw,Answer using only one word - Axe or Saw and not Chameleon. Which is more similar in semantic meaning to Chameleon?,axe
Salamander|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Salamander. Which is more similar in semantic meaning to Salamander?,oil can
Spanner|Paint brush|Shovel,Answer using only one word - Paint brush or Shovel and not Spanner. Which is more similar in semantic meaning to Spanner?,shovel
Turtle|Anvil|Shovel,Answer using only one word - Anvil or Shovel and not Turtle. Which is more similar in semantic meaning to Turtle?,shovel
Lawn Mower|Nail|Saw,Answer using only one word - Nail or Saw and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,saw
Blindworm|Lizard|Turtle,Answer using only one word - Lizard or Turtle and not Blindworm. Which is more similar in semantic meaning to Blindworm?,turtle
Lizard|Alligator|Axe,Answer using only one word - Alligator or Axe and not Lizard. Which is more similar in semantic meaning to Lizard?,alligator
Boa python|Lizard|Nail,Answer using only one word - Lizard or Nail and not Boa python. Which is more similar in semantic meaning to Boa python?,lizard
Crocodile|Cobra|Gecko,Answer using only one word - Cobra or Gecko and not Crocodile. Which is more similar in semantic meaning to Crocodile?,gecko
Boa python|Caiman|Toad,Answer using only one word - Caiman or Toad and not Boa python. Which is more similar in semantic meaning to Boa python?,Toad
Nail|Alligator|Snake,Answer using only one word - Alligator or Snake and not Nail. Which is more similar in semantic meaning to Nail?,snake
Spanner|Lawn Mower|Nail,Answer using only one word - Lawn Mower or Nail and not Spanner. Which is more similar in semantic meaning to Spanner?,lawnmower
Grinding disk|Crocodile|Lawn Mower,Answer using only one word - Crocodile or Lawn Mower and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,lawnmower
Gecko|Hammer|Turtle,Answer using only one word - Hammer or Turtle and not Gecko. Which is more similar in semantic meaning to Gecko?,turtle
Saw|Crocodile|Dinosaur,Answer using only one word - Crocodile or Dinosaur and not Saw. Which is more similar in semantic meaning to Saw?,crocodile
Toad|Blindworm|Crocodile,Answer using only one word - Blindworm or Crocodile and not Toad. Which is more similar in semantic meaning to Toad?,crocodile
Blindworm|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,turtle
Hammer|Screwdriver|Vacuum,Answer using only one word - Screwdriver or Vacuum and not Hammer. Which is more similar in semantic meaning to Hammer?,screwdriver
Saw|Alligator|Spanner,Answer using only one word - Alligator or Spanner and not Saw. Which is more similar in semantic meaning to Saw?,spanner
Spanner|Alligator|Boa python,Answer using only one word - Alligator or Boa python and not Spanner. Which is more similar in semantic meaning to Spanner?,boa python
Paint brush|Axe|Salamander,Answer using only one word - Axe or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,axe
Snake|Cobra|Turtle,Answer using only one word - Cobra or Turtle and not Snake. Which is more similar in semantic meaning to Snake?,turtle
Crocodile|Paint brush|Saw,Answer using only one word - Paint brush or Saw and not Crocodile. Which is more similar in semantic meaning to Crocodile?,saw
Saw|Cobra|Gecko,Answer using only one word - Cobra or Gecko and not Saw. Which is more similar in semantic meaning to Saw?,gecko
Gecko|Knife|Snake,Answer using only one word - Knife or Snake and not Gecko. Which is more similar in semantic meaning to Gecko?,snake
Alligator|Crocodile|Knife,Answer using only one word - Crocodile or Knife and not Alligator. Which is more similar in semantic meaning to Alligator?,crocodile
Toad|Nail|Paint brush,Answer using only one word - Nail or Paint brush and not Toad. Which is more similar in semantic meaning to Toad?,nail
Chameleon|Chisel|Cobra,Answer using only one word - Chisel or Cobra and not Chameleon. Which is more similar in semantic meaning to Chameleon?,cobra
Tortoise|Caiman|Chisel,Answer using only one word - Caiman or Chisel and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Caiman
Lawn Mower|Dinosaur|Nail,Answer using only one word - Dinosaur or Nail and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,nail
Tortoise|Snake|Turtle,Answer using only one word - Snake or Turtle and not Tortoise. Which is more similar in semantic meaning to Tortoise?,snake
Crocodile|Blindworm|Salamander,Answer using only one word - Blindworm or Salamander and not Crocodile. Which is more similar in semantic meaning to Crocodile?,salamander
Blindworm|Salamander|Vacuum,Answer using only one word - Salamander or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,salamander
Salamander|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Salamander. Which is more similar in semantic meaning to Salamander?,Lizard
Spanner|Hammer|Knife,Answer using only one word - Hammer or Knife and not Spanner. Which is more similar in semantic meaning to Spanner?,hammer
Paint brush|Axe|Caiman,Answer using only one word - Axe or Caiman and not Paint brush. Which is more similar in semantic meaning to Paint brush?,axe
Boa python|Alligator|Gecko,Answer using only one word - Alligator or Gecko and not Boa python. Which is more similar in semantic meaning to Boa python?,gecko
Shovel|Boa python|Hammer,Answer using only one word - Boa python or Hammer and not Shovel. Which is more similar in semantic meaning to Shovel?,hammer
Lizard|Anvil|Oil can,Answer using only one word - Anvil or Oil can and not Lizard. Which is more similar in semantic meaning to Lizard?,oil can
Shovel|Cobra|Snake,Answer using only one word - Cobra or Snake and not Shovel. Which is more similar in semantic meaning to Shovel?,snake
Cobra|Lizard|Shovel,Answer using only one word - Lizard or Shovel and not Cobra. Which is more similar in semantic meaning to Cobra?,lizard
Gecko|Dinosaur|Oil can,Answer using only one word - Dinosaur or Oil can and not Gecko. Which is more similar in semantic meaning to Gecko?,dinosaur
Knife|Caiman|Lizard,Answer using only one word - Caiman or Lizard and not Knife. Which is more similar in semantic meaning to Knife?,caiman
Axe|Nail|Salamander,Answer using only one word - Nail or Salamander and not Axe. Which is more similar in semantic meaning to Axe?,salamander
Chisel|Gecko|Shovel,Answer using only one word - Gecko or Shovel and not Chisel. Which is more similar in semantic meaning to Chisel?,shovel
Spanner|Anvil|Saw,Answer using only one word - Anvil or Saw and not Spanner. Which is more similar in semantic meaning to Spanner?,saw
Screwdriver|Cobra|Toad,Answer using only one word - Cobra or Toad and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,toad
Saw|Chisel|Dinosaur,Answer using only one word - Chisel or Dinosaur and not Saw. Which is more similar in semantic meaning to Saw?,chisel
Anvil|Alligator|Shovel,Answer using only one word - Alligator or Shovel and not Anvil. Which is more similar in semantic meaning to Anvil?,shovel
Blindworm|Alligator|Dinosaur,Answer using only one word - Alligator or Dinosaur and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Alligator
Lizard|Axe|Cobra,Answer using only one word - Axe or Cobra and not Lizard. Which is more similar in semantic meaning to Lizard?,cobra
Anvil|Caiman|Chameleon,Answer using only one word - Caiman or Chameleon and not Anvil. Which is more similar in semantic meaning to Anvil?,caiman
Alligator|Hammer|Tortoise,Answer using only one word - Hammer or Tortoise and not Alligator. Which is more similar in semantic meaning to Alligator?,tortoise
Toad|Caiman|Saw,Answer using only one word - Caiman or Saw and not Toad. Which is more similar in semantic meaning to Toad?,Caiman
Nail|Caiman|Vacuum,Answer using only one word - Caiman or Vacuum and not Nail. Which is more similar in semantic meaning to Nail?,vacuum
Hammer|Gecko|Tortoise,Answer using only one word - Gecko or Tortoise and not Hammer. Which is more similar in semantic meaning to Hammer?,tortoise
Chisel|Axe|Toad,Answer using only one word - Axe or Toad and not Chisel. Which is more similar in semantic meaning to Chisel?,axe
Anvil|Saw|Screwdriver,Answer using only one word - Saw or Screwdriver and not Anvil. Which is more similar in semantic meaning to Anvil?,screwdriver
Knife|Chisel|Screwdriver,Answer using only one word - Chisel or Screwdriver and not Knife. Which is more similar in semantic meaning to Knife?,screwdriver
Hammer|Anvil|Gecko,Answer using only one word - Anvil or Gecko and not Hammer. Which is more similar in semantic meaning to Hammer?,anvil
Spanner|Blindworm|Oil can,Answer using only one word - Blindworm or Oil can and not Spanner. Which is more similar in semantic meaning to Spanner?,oil can
Paint brush|Blindworm|Crocodile,Answer using only one word - Blindworm or Crocodile and not Paint brush. Which is more similar in semantic meaning to Paint brush?,blindworm
Chameleon|Salamander|Tortoise,Answer using only one word - Salamander or Tortoise and not Chameleon. Which is more similar in semantic meaning to Chameleon?,tortoise
Alligator|Lawn Mower|Shovel,Answer using only one word - Lawn Mower or Shovel and not Alligator. Which is more similar in semantic meaning to Alligator?,shovel
Cobra|Boa python|Salamander,Answer using only one word - Boa python or Salamander and not Cobra. Which is more similar in semantic meaning to Cobra?,Boa python
Caiman|Axe|Blindworm,Answer using only one word - Axe or Blindworm and not Caiman. Which is more similar in semantic meaning to Caiman?,blindworm
Gecko|Hammer|Lizard,Answer using only one word - Hammer or Lizard and not Gecko. Which is more similar in semantic meaning to Gecko?,lizard
Cobra|Anvil|Vacuum,Answer using only one word - Anvil or Vacuum and not Cobra. Which is more similar in semantic meaning to Cobra?,vacuum
Crocodile|Snake|Spanner,Answer using only one word - Snake or Spanner and not Crocodile. Which is more similar in semantic meaning to Crocodile?,snake
Crocodile|Screwdriver|Tortoise,Answer using only one word - Screwdriver or Tortoise and not Crocodile. Which is more similar in semantic meaning to Crocodile?,tortoise
Lawn Mower|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,lizard
Snake|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,vacuum
Saw|Tortoise|Turtle,Answer using only one word - Tortoise or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,tortoise
Vacuum|Nail|Snake,Answer using only one word - Nail or Snake and not Vacuum. Which is more similar in semantic meaning to Vacuum?,nail
Vacuum|Boa python|Grinding disk,Answer using only one word - Boa python or Grinding disk and not Vacuum. Which is more similar in semantic meaning to Vacuum?,grinding disk
Lizard|Salamander|Snake,Answer using only one word - Salamander or Snake and not Lizard. Which is more similar in semantic meaning to Lizard?,snake
Screwdriver|Blindworm|Salamander,Answer using only one word - Blindworm or Salamander and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,blindworm
Anvil|Boa python|Tortoise,Answer using only one word - Boa python or Tortoise and not Anvil. Which is more similar in semantic meaning to Anvil?,tortoise
Caiman|Alligator|Spanner,Answer using only one word - Alligator or Spanner and not Caiman. Which is more similar in semantic meaning to Caiman?,alligator
Alligator|Boa python|Hammer,Answer using only one word - Boa python or Hammer and not Alligator. Which is more similar in semantic meaning to Alligator?,boa python
Boa python|Snake|Turtle,Answer using only one word - Snake or Turtle and not Boa python. Which is more similar in semantic meaning to Boa python?,snake
Anvil|Axe|Screwdriver,Answer using only one word - Axe or Screwdriver and not Anvil. Which is more similar in semantic meaning to Anvil?,screwdriver
Axe|Boa python|Hammer,Answer using only one word - Boa python or Hammer and not Axe. Which is more similar in semantic meaning to Axe?,hammer
Tortoise|Grinding disk|Lawn Mower,Answer using only one word - Grinding disk or Lawn Mower and not Tortoise. Which is more similar in semantic meaning to Tortoise?,lawnmower
Chisel|Axe|Saw,Answer using only one word - Axe or Saw and not Chisel. Which is more similar in semantic meaning to Chisel?,saw
Caiman|Alligator|Knife,Answer using only one word - Alligator or Knife and not Caiman. Which is more similar in semantic meaning to Caiman?,Alligator
Tortoise|Shovel|Turtle,Answer using only one word - Shovel or Turtle and not Tortoise. Which is more similar in semantic meaning to Tortoise?,turtle
Lawn Mower|Crocodile|Nail,Answer using only one word - Crocodile or Nail and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,nail
Axe|Knife|Saw,Answer using only one word - Knife or Saw and not Axe. Which is more similar in semantic meaning to Axe?,knife
Alligator|Gecko|Lizard,Answer using only one word - Gecko or Lizard and not Alligator. Which is more similar in semantic meaning to Alligator?,gecko
Toad|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Toad. Which is more similar in semantic meaning to Toad?,hammer
Nail|Cobra|Screwdriver,Answer using only one word - Cobra or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,screwdriver
Toad|Grinding disk|Turtle,Answer using only one word - Grinding disk or Turtle and not Toad. Which is more similar in semantic meaning to Toad?,turtle
Chisel|Chameleon|Cobra,Answer using only one word - Chameleon or Cobra and not Chisel. Which is more similar in semantic meaning to Chisel?,cobra
Spanner|Axe|Shovel,Answer using only one word - Axe or Shovel and not Spanner. Which is more similar in semantic meaning to Spanner?,shovel
Nail|Alligator|Cobra,Answer using only one word - Alligator or Cobra and not Nail. Which is more similar in semantic meaning to Nail?,alligator
Anvil|Saw|Vacuum,Answer using only one word - Saw or Vacuum and not Anvil. Which is more similar in semantic meaning to Anvil?,saw
Screwdriver|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,caiman
Chameleon|Oil can|Salamander,Answer using only one word - Oil can or Salamander and not Chameleon. Which is more similar in semantic meaning to Chameleon?,salamander
Axe|Anvil|Tortoise,Answer using only one word - Anvil or Tortoise and not Axe. Which is more similar in semantic meaning to Axe?,anvil
Turtle|Caiman|Saw,Answer using only one word - Caiman or Saw and not Turtle. Which is more similar in semantic meaning to Turtle?,caiman
Lawn Mower|Axe|Snake,Answer using only one word - Axe or Snake and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,axe
Shovel|Caiman|Dinosaur,Answer using only one word - Caiman or Dinosaur and not Shovel. Which is more similar in semantic meaning to Shovel?,caiman
Oil can|Cobra|Tortoise,Answer using only one word - Cobra or Tortoise and not Oil can. Which is more similar in semantic meaning to Oil can?,tortoise
Oil can|Caiman|Turtle,Answer using only one word - Caiman or Turtle and not Oil can. Which is more similar in semantic meaning to Oil can?,caiman
Hammer|Crocodile|Oil can,Answer using only one word - Crocodile or Oil can and not Hammer. Which is more similar in semantic meaning to Hammer?,oil can
Chisel|Crocodile|Lawn Mower,Answer using only one word - Crocodile or Lawn Mower and not Chisel. Which is more similar in semantic meaning to Chisel?,lawnmower
Anvil|Chisel|Knife,Answer using only one word - Chisel or Knife and not Anvil. Which is more similar in semantic meaning to Anvil?,knife
Lizard|Anvil|Grinding disk,Answer using only one word - Anvil or Grinding disk and not Lizard. Which is more similar in semantic meaning to Lizard?,grinding disk
Spanner|Caiman|Chameleon,Answer using only one word - Caiman or Chameleon and not Spanner. Which is more similar in semantic meaning to Spanner?,caiman
Oil can|Crocodile|Salamander,Answer using only one word - Crocodile or Salamander and not Oil can. Which is more similar in semantic meaning to Oil can?,salamander
Paint brush|Hammer|Shovel,Answer using only one word - Hammer or Shovel and not Paint brush. Which is more similar in semantic meaning to Paint brush?,hammer
Turtle|Gecko|Grinding disk,Answer using only one word - Gecko or Grinding disk and not Turtle. Which is more similar in semantic meaning to Turtle?,gecko
Knife|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Knife. Which is more similar in semantic meaning to Knife?,hammer
Toad|Oil can|Shovel,Answer using only one word - Oil can or Shovel and not Toad. Which is more similar in semantic meaning to Toad?,oil can
Axe|Oil can|Screwdriver,Answer using only one word - Oil can or Screwdriver and not Axe. Which is more similar in semantic meaning to Axe?,screwdriver
Caiman|Gecko|Spanner,Answer using only one word - Gecko or Spanner and not Caiman. Which is more similar in semantic meaning to Caiman?,gecko
Dinosaur|Knife|Lawn Mower,Answer using only one word - Knife or Lawn Mower and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,knife
Dinosaur|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,blindworm
Chisel|Anvil|Nail,Answer using only one word - Anvil or Nail and not Chisel. Which is more similar in semantic meaning to Chisel?,anvil
Blindworm|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Blindworm. Which is more similar in semantic meaning to Blindworm?,hammer
Oil can|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Oil can. Which is more similar in semantic meaning to Oil can?,lizard
Alligator|Dinosaur|Grinding disk,Answer using only one word - Dinosaur or Grinding disk and not Alligator. Which is more similar in semantic meaning to Alligator?,dinosaur
Chameleon|Axe|Vacuum,Answer using only one word - Axe or Vacuum and not Chameleon. Which is more similar in semantic meaning to Chameleon?,vacuum
Gecko|Blindworm|Hammer,Answer using only one word - Blindworm or Hammer and not Gecko. Which is more similar in semantic meaning to Gecko?,blindworm
Blindworm|Axe|Oil can,Answer using only one word - Axe or Oil can and not Blindworm. Which is more similar in semantic meaning to Blindworm?,oil can
Saw|Axe|Screwdriver,Answer using only one word - Axe or Screwdriver and not Saw. Which is more similar in semantic meaning to Saw?,screwdriver
Vacuum|Chisel|Knife,Answer using only one word - Chisel or Knife and not Vacuum. Which is more similar in semantic meaning to Vacuum?,knife
Caiman|Hammer|Salamander,Answer using only one word - Hammer or Salamander and not Caiman. Which is more similar in semantic meaning to Caiman?,salamander
Boa python|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Boa python. Which is more similar in semantic meaning to Boa python?,blindworm
Saw|Grinding disk|Lizard,Answer using only one word - Grinding disk or Lizard and not Saw. Which is more similar in semantic meaning to Saw?,grinding disk
Boa python|Oil can|Tortoise,Answer using only one word - Oil can or Tortoise and not Boa python. Which is more similar in semantic meaning to Boa python?,tortoise
Gecko|Dinosaur|Spanner,Answer using only one word - Dinosaur or Spanner and not Gecko. Which is more similar in semantic meaning to Gecko?,dinosaur
Turtle|Chisel|Screwdriver,Answer using only one word - Chisel or Screwdriver and not Turtle. Which is more similar in semantic meaning to Turtle?,chisel
Snake|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Snake. Which is more similar in semantic meaning to Snake?,screwdriver
Hammer|Cobra|Oil can,Answer using only one word - Cobra or Oil can and not Hammer. Which is more similar in semantic meaning to Hammer?,oil can
Alligator|Blindworm|Chameleon,Answer using only one word - Blindworm or Chameleon and not Alligator. Which is more similar in semantic meaning to Alligator?,Chameleon
