concept,feature,feature_raw,leuven_listed,flan_response,flan_true
Alligator,has two slots,has_two_slots,0,False,0
Alligator,has two straps,has_two_straps,0,False,0
Alligator,has wagons,has_wagons,0,False,0
Alligator,has wheels,has_wheels,0,False,0
Alligator,has white keys,has_white_keys,0,False,0
Alligator,has windows,has_windows,0,False,0
Alligator,hasn't been existing for such a long time,hasn't_been_existing_for_such_a_long_time,0,False,0
Alligator,have a sole,have_a_sole,0,False,0
Alligator,have heels,have_heels,0,False,0
Alligator,hits persons (while driving),hits_persons_(while_driving),0,False,0
Alligator,hung on hallstand,hung_on_hallstand,0,False,0
Alligator,I never use it,I_never_use_it,0,False,0
Alligator,implement/tool,implement/tool,0,False,0
Alligator,in in style,in_in_style,0,False,0
Alligator,indicates the rhythm,indicates_the_rhythm,0,False,0
Alligator,invented by Adolphe Sax,invented_by_Adolphe_Sax,0,False,0
Alligator,is a basic tool,is_a_basic_tool,0,False,0
Alligator,is a board,is_a_board,0,False,0
Alligator,is a board on wheels,is_a_board_on_wheels,0,False,0
Alligator,is a boat,is_a_boat,0,False,0
Alligator,is a brass player,is_a_brass_player,0,False,0
Alligator,is a car,is_a_car,0,False,0
Alligator,is a car.1,is_a_car.1,0,False,0
Alligator,is a collector's item,is_a_collector's_item,0,False,0
Alligator,is a constellation,is_a_constellation,0,False,0
Alligator,is a difficult instrument,is_a_difficult_instrument,0,False,0
Alligator,is a garment,is_a_garment,0,False,0
Alligator,is a gun,is_a_gun,0,False,0
Alligator,is a handtool,is_a_handtool,0,False,0
Alligator,is a home appliance,is_a_home_appliance,0,False,0
Alligator,is a house on wheels,is_a_house_on_wheels,0,False,0
Alligator,is a kind of public transport,is_a_kind_of_public_transport,0,False,0
Alligator,is a knife,is_a_knife,0,False,0
Alligator,is a lever,is_a_lever,0,False,0
Alligator,is a little house,is_a_little_house,0,False,0
Alligator,is a long rod,is_a_long_rod,0,False,0
Alligator,is a lorry,is_a_lorry,0,False,0
Alligator,is a luxury article,is_a_luxury_article,0,False,0
Alligator,is a machine,is_a_machine,0,False,0
Alligator,is a machine.1,is_a_machine.1,0,False,0
Alligator,is a material,is_a_material,0,False,0
Alligator,is a means of power,is_a_means_of_power,0,False,0
Alligator,is a means of transport,is_a_means_of_transport_,0,False,0
Alligator,is a means of transportation,is_a_means_of_transportation,0,False,0
Alligator,is a measuring instrument,is_a_measuring_instrument,0,False,0
Alligator,is a motorized bicycle,is_a_motorized_bicycle,0,False,0
Alligator,is a musical instrument,is_a_musical_instrument,0,False,0
Alligator,is a pair of trousers,is_a_pair_of_trousers,0,False,0
Alligator,is a percussion instrument,is_a_percussion_instrument,0,False,0
Alligator,is a piece of equipment,is_a_piece_of_equipment,0,False,0
Alligator,is a piece of music,is_a_piece_of_music,0,False,0
Alligator,is a popular instrument,is_a_popular_instrument,0,False,0
Alligator,is a safety belt for in a car,is_a_safety_belt_for_in_a_car,0,False,0
Alligator,is a sort of pan,is_a_sort_of_pan,0,False,0
Alligator,is a sort of piano,is_a_sort_of_piano,0,False,0
Alligator,is a sort of violin,is_a_sort_of_violin,0,False,0
Alligator,is a string instrument,is_a_string_instrument,0,False,0
Alligator,is a string instrument with a bow,is_a_string_instrument_with_a_bow,0,False,0
Alligator,is a synonym for horse-sleigh,is_a_synonym_for_horse-sleigh,0,False,0
Alligator,is a technological tour de force,is_a_technological_tour_de_force,0,False,0
Alligator,is a television programme,is_a_television_programme,0,False,0
Alligator,is a tool,is_a_tool,0,False,0
Alligator,is a toy,is_a_toy,0,False,0
Alligator,is a vehicle,is_a_vehicle,0,False,0
Alligator,is a verhicle on water,is_a_verhicle_on_water,0,False,0
Alligator,is a Western utensil,is_a_Western_utensil,0,False,0
Alligator,is a wind instrument,is_a_wind_instrument,0,False,0
Alligator,is a wind instrument.1,is_a_wind_instrument.1,0,False,0
Alligator,is a woodwinds,is_a_woodwinds,0,False,0
Alligator,is agressive,is_agressive,0,True,1
Alligator,is airy,is_airy,0,False,0
Alligator,is also available as a mower you can sit upon,is_also_available_as_a_mower_you_can_sit_upon,0,False,0
Alligator,is always part of a band,is_always_part_of_a_band,0,False,0
Alligator,is an agressive person,is_an_agressive_person,0,False,0
Alligator,is an English word,is_an_English_word,0,True,1
Alligator,is an instrument of the Greek god Pan,is_an_instrument_of_the_Greek_god_Pan,0,False,0
Alligator,is an object,is_an_object,0,False,0
Alligator,is an old instrument,is_an_old_instrument,0,False,0
Alligator,is asian,is_asian,0,False,0
Alligator,is available for each price range,is_available_for_each_price_range,0,False,0
Alligator,is awkward,is_awkward,0,False,0
Alligator,is beam-shaped,is_beam-shaped,0,False,0
Alligator,is bent,is_bent,0,False,0
Alligator,is big and heavy,is_big_and_heavy,0,True,1
Alligator,is big or small,is_big_or_small,0,False,0
Alligator,is bigger than a car,is_bigger_than_a_car,0,True,1
Alligator,is bloody,is_bloody,0,False,0
Alligator,is blown,is_blown__,0,False,0
Alligator,is blown away by the wind,is_blown_away_by_the_wind,0,False,0
Alligator,is blue-grey,is_blue-grey,0,False,0
Alligator,is braided,is_braided,0,False,0
Alligator,is busy,is_busy,0,False,0
Alligator,is carried by the Seven Dwarfs,is_carried_by_the_Seven_Dwarfs,0,False,0
Alligator,is cheap,is_cheap,0,False,0
Alligator,is chic,is_chic,0,False,0
Alligator,is clothing,is_clothing,0,False,0
Alligator,is cold,is_cold,0,False,0
Alligator,is colourful,is_colourful,0,False,0
Alligator,is comfortable,is_comfortable,0,False,0
Alligator,is comfortable.1,is_comfortable.1,0,False,0
Alligator,is cool,is_cool,0,False,0
Alligator,is crockery,is_crockery,0,False,0
Alligator,is curved,is_curved,0,False,0
Alligator,is cylindrical,is_cylindrical,0,False,0
Alligator,is dangerous for children,is_dangerous_for_children,0,True,1
Alligator,is dangerous for the fingers,is_dangerous_for_the_fingers,0,True,1
Alligator,is dangerous in traffic,is_dangerous_in_traffic,0,False,0
Alligator,is deep,is_deep,0,False,0
Alligator,is derived from a  verb,is_derived_from_a__verb,0,False,0
Alligator,is dirty,is_dirty,0,False,0
Alligator,is drawn by dogs,is_drawn_by_dogs,0,False,0
Alligator,is drawn by horses,is_drawn_by_horses,0,False,0
Alligator,is drawn by reindeer,is_drawn_by_reindeer,0,False,0
Alligator,is driven in by a hammer,is_driven_in_by_a_hammer,0,False,0
Alligator,is durable,is_durable,0,True,1
Alligator,is easy,is_easy,0,False,0
Alligator,is easy to play,is_easy_to_play,0,False,0
Alligator,is easy to wash,is_easy_to_wash,0,False,0
Alligator,is easy to work with,is_easy_to_work_with,0,False,0
Alligator,is efficient,is_efficient,0,False,0
Alligator,is environmentally friendly,is_environmentally_friendly,0,False,0
Alligator,is fairly unknown,is_fairly_unknown,0,True,1
Alligator,is fashionable,is_fashionable,0,False,0
Alligator,is faster than a bycicle,is_faster_than_a_bycicle,0,False,0
Alligator,is feminine,is_feminine,0,False,0
Alligator,is filled with hot air,is_filled_with_hot_air,0,False,0
Alligator,is firm,is_firm,0,False,0
Alligator,is flat in the front,is_flat_in_the_front,0,False,0
Alligator,is for 1 person,is_for_1_person,0,False,0
Alligator,is for 2 people,is_for_2_people,0,False,0
Alligator,"is for a bike, car, etc.","is_for_a_bike,_car,_etc.",0,False,0
Alligator,is for all ages,is_for_all_ages,0,False,0
Alligator,is for at least 1 person,is_for_at_least_1_person,0,False,0
Alligator,is for dignified occasions,is_for_dignified_occasions,0,False,0
Alligator,is for few persons,is_for_few_persons,0,False,0
Alligator,is for fun,is_for_fun,0,False,0
Alligator,is for multiple persons,is_for_multiple_persons,0,False,0
Alligator,is for sturdy guys,is_for_sturdy_guys,0,False,0
Alligator,is forbidden,is_forbidden,0,False,0
Alligator,is found in a boat,is_found_in_a_boat,0,False,0
Alligator,is found in a museum,is_found_in_a_museum,0,False,0
Alligator,is found in a workplace,is_found_in_a_workplace,0,False,0
Alligator,is fragile,is_fragile,0,False,0
Alligator,is from the stone age,is_from_the_stone_age,0,False,0
Alligator,is fun,is_fun_,0,False,0
Alligator,is fun to wear,is_fun_to_wear,0,False,0
Alligator,is functional,is_functional,0,False,0
Alligator,is given a present,is_given_a_present,0,False,0
Alligator,is golden,is_golden,0,False,0
Alligator,is gracefull,is_gracefull,0,False,0
Alligator,is half a circle,is_half_a_circle,0,False,0
Alligator,is handy for prisoners,is_handy_for_prisoners,0,False,0
Alligator,is handy to transport,is_handy_to_transport,0,False,0
Alligator,is hard,is_hard,0,False,0
Alligator,is hard to drive,is_hard_to_drive,0,False,0
Alligator,is hard to iron,is_hard_to_iron,0,False,0
Alligator,is hard to learn to use it,is_hard_to_learn_to_use_it,0,False,0
Alligator,is hard to wash,is_hard_to_wash,0,True,1
Alligator,is hard to work with,is_hard_to_work_with,0,True,1
Alligator,is heat resistant,is_heat_resistant,0,False,0
Alligator,is heavy,is_heavy,0,True,1
Alligator,is hollow,is_hollow,0,False,0
Alligator,is horizontal,is_horizontal,0,False,0
Alligator,is hygienic,is_hygienic,0,False,0
Alligator,is illegal,is_illegal,0,False,0
Alligator,is invented by man,is_invented_by_man,0,False,0
Alligator,is invented in England,is_invented_in_England,0,False,0
Alligator,is ironed,is_ironed,0,False,0
Alligator,is knit by your grandma,is_knit_by_your_grandma,0,False,0
Alligator,is knitted,is_knitted,0,False,0
Alligator,is launched,is_launched,0,False,0
Alligator,is lifeless,is_lifeless,0,False,0
Alligator,is lingerie,is_lingerie,0,False,0
Alligator,is loaded,is_loaded,0,False,0
Alligator,is long and narrow,is_long_and_narrow,0,False,0
Alligator,is loose,is_loose,0,False,0
Alligator,is loud,is_loud,0,False,0
Alligator,is made from a tree,is_made_from_a_tree,0,False,0
Alligator,is made in a factory,is_made_in_a_factory,0,False,0
Alligator,is made in a light fabric,is_made_in_a_light_fabric,0,False,0
Alligator,is made of a branch,is_made_of_a_branch,0,False,0
Alligator,is made of bamboo,is_made_of_bamboo,0,False,0
Alligator,is made of china,is_made_of_china,0,False,0
Alligator,is made of clay,is_made_of_clay,0,False,0
Alligator,is made of copper,is_made_of_copper,0,False,0
Alligator,is made of cotton,is_made_of_cotton,0,False,0
Alligator,is made of elastic fabric,is_made_of_elastic_fabric,0,False,0
Alligator,is made of fabric,is_made_of_fabric,0,False,0
Alligator,is made of felt,is_made_of_felt,0,False,0
Alligator,is made of glass,is_made_of_glass,0,False,0
Alligator,is made of iron,is_made_of_iron,0,False,0
Alligator,is made of jeans,is_made_of_jeans,0,False,0
Alligator,is made of leather,is_made_of_leather,0,False,0
Alligator,is made of pottery,is_made_of_pottery,0,False,0
Alligator,is made of rubber,is_made_of_rubber,0,False,0
Alligator,is made of sand,is_made_of_sand,0,False,0
Alligator,is made of silk,is_made_of_silk,0,False,0
Alligator,is made of steel,is_made_of_steel,0,False,0
Alligator,is made of textile,is_made_of_textile,0,False,0
Alligator,is made of wood or metal,is_made_of_wood_or_metal,0,False,0
Alligator,is made of wool,is_made_of_wool,0,False,0
Alligator,is manned,is_manned,0,False,0
Alligator,is many women's nightmare,is_many_women's_nightmare,0,True,1
Alligator,is mediaeval,is_mediaeval,0,False,0
Alligator,is melodious,is_melodious,0,False,0
Alligator,is Mexican,is_Mexican,0,False,0
Alligator,is modern,is_modern,0,False,0
Alligator,is multifunctional,is_multifunctional,0,False,0
Alligator,is narrow,is_narrow,0,False,0
Alligator,is needed to weigh ingredients,is_needed_to_weigh_ingredients,0,False,0
Alligator,is not easy to come by,is_not_easy_to_come_by,0,False,0
Alligator,is not edible,is_not_edible,0,True,1
Alligator,is not for children,is_not_for_children,0,False,0
Alligator,is not popular among many people,is_not_popular_among_many_people,0,True,1
Alligator,is not sexy,is_not_sexy,0,False,0
Alligator,is not waterproof,is_not_waterproof,0,False,0
Alligator,is not worn in the summer,is_not_worn_in_the_summer,0,False,0
Alligator,is odourless,is_odourless,0,False,0
Alligator,is of American origin,is_of_American_origin,0,False,0
Alligator,is often belated,is_often_belated,0,False,0
Alligator,is often decorative,is_often_decorative,0,False,0
Alligator,is often hot inside,is_often_hot_inside,0,False,0
Alligator,is often indispensable,is_often_indispensable,0,False,0
Alligator,is old-fashioned,is_old-fashioned,0,False,0
Alligator,is out of fashion,is_out_of_fashion,0,False,0
Alligator,is oval,is_oval,0,False,0
Alligator,is painted,is_painted,0,False,0
Alligator,is part of a company,is_part_of_a_company,0,False,0
Alligator,is part of a drumset,is_part_of_a_drumset,0,False,0
Alligator,is part of percussion,is_part_of_percussion,0,False,0
Alligator,is part of the cutlery,is_part_of_the_cutlery,0,False,0
Alligator,is part of the ear,is_part_of_the_ear,0,False,0
Alligator,is part of the turtle,is_part_of_the_turtle,0,False,0
Alligator,is played by a drummer,is_played_by_a_drummer,0,False,0
Alligator,is played by an organist,is_played_by_an_organist,0,False,0
Alligator,is played during concerts,is_played_during_concerts,0,True,1
Alligator,is played while sitting,is_played_while_sitting,0,False,0
Alligator,is played while standing,is_played_while_standing,0,False,0
Alligator,is played with a plectrum,is_played_with_a_plectrum,0,False,0
Alligator,is pleasant,is_pleasant,0,False,0
Alligator,is pleasant.1,is_pleasant.1,0,False,0
Alligator,is pliable,is_pliable,0,False,0
Alligator,is polluting,is_polluting,0,False,0
Alligator,is popular,is_popular__,0,False,0
Alligator,is popular in the Netherlands,is_popular_in_the_Netherlands,0,False,0
Alligator,is powerful,is_powerful,0,True,1
Alligator,is primitive,is_primitive,0,True,1
Alligator,is put in the mouth,is_put_in_the_mouth,0,False,0
Alligator,is put on the fire,is_put_on_the_fire,0,False,0
Alligator,is rectangular,is_rectangular,0,False,0
Alligator,is refreshing in the summer,is_refreshing_in_the_summer,0,False,0
Alligator,is related to a guitar,is_related_to_a_guitar,0,False,0
Alligator,is related to the violin,is_related_to_the_violin,0,False,0
Alligator,is relaxing,is_relaxing,0,False,0
Alligator,is romantic,is_romantic,0,False,0
Alligator,is sexy,is_sexy,0,False,0
Alligator,is sharp,is_sharp,0,False,0
Alligator,is short,is_short,0,False,0
Alligator,is silver-coloured,is_silver-coloured,0,False,0
Alligator,is slower than a car,is_slower_than_a_car,0,False,0
Alligator,is smaller than a lorry,is_smaller_than_a_lorry,0,False,0
Alligator,is smaller than a soup spoon,is_smaller_than_a_soup_spoon,0,False,0
Alligator,is soft,is_soft,0,False,0
Alligator,is sold in a hardware store,is_sold_in_a_hardware_store,0,False,0
Alligator,is sold in Brico (particular hardware store),is_sold_in_Brico_(particular_hardware_store),0,False,0
Alligator,is sometimes made of cork,is_sometimes_made_of_cork,0,False,0
Alligator,is southern,is_southern,0,False,0
Alligator,is spherical,is_spherical,0,False,0
Alligator,is square,is_square,0,False,0
Alligator,is stainless,is_stainless,0,False,0
Alligator,is stored in a box,is_stored_in_a_box,0,False,0
Alligator,is straight,is_straight,0,False,0
Alligator,is striped,is_striped,0,False,0
Alligator,is synthetic,is_synthetic,0,False,0
Alligator,is tall,is_tall,0,False,0
Alligator,is thick,is_thick,0,True,1
Alligator,is thin,is_thin,0,False,0
Alligator,is thrown,is_thrown,0,False,0
Alligator,is tight,is_tight,0,False,0
Alligator,is tight around the body,is_tight_around_the_body,0,False,0
Alligator,is tiring to use,is_tiring_to_use,0,False,0
Alligator,is to be used outside,is_to_be_used_outside,0,False,0
Alligator,is transparent,is_transparent,0,False,0
Alligator,is triangular,is_triangular,0,False,0
Alligator,is trimmed with lace,is_trimmed_with_lace,0,False,0
Alligator,is trown away,is_trown_away,0,False,0
Alligator,is underwear,is_underwear,0,False,0
Alligator,is unwieldy,is_unwieldy,0,False,0
Alligator,is used in combination with other instruments,is_used_in_combination_with_other_instruments,0,False,0
Alligator,is used to beat on,is_used_to_beat_on,0,False,0
Alligator,is used to beat with,is_used_to_beat_with,0,False,0
Alligator,is used to box,is_used_to_box,0,False,0
Alligator,is used to chafe,is_used_to_chafe,0,False,0
Alligator,is used to chop wood,is_used_to_chop_wood,0,False,0
Alligator,is used to cover yourself,is_used_to_cover_yourself,0,False,0
Alligator,is used to cut,is_used_to_cut,0,False,0
Alligator,is used to cut things in two,is_used_to_cut_things_in_two,0,False,0
Alligator,is used to drive,is_used_to_drive,0,False,0
Alligator,is used to fill up holes,is_used_to_fill_up_holes,0,False,0
Alligator,is used to grind things,is_used_to_grind_things,0,False,0
Alligator,is used to hang something on,is_used_to_hang_something_on,0,False,0
Alligator,is used to hang things on the wall,is_used_to_hang_things_on_the_wall,0,False,0
Alligator,is used to keep up your pants,is_used_to_keep_up_your_pants,0,False,0
Alligator,is used to keep you warm,is_used_to_keep_you_warm,0,False,0
Alligator,is used to keep your hands warm,is_used_to_keep_your_hands_warm,0,False,0
Alligator,is used to make a (tree) cabin,is_used_to_make_a_(tree)_cabin,0,False,0
Alligator,is used to mow the grass,is_used_to_mow_the_grass,0,False,0
Alligator,is used to plough the land,is_used_to_plough_the_land,0,False,0
Alligator,is used to protect you,is_used_to_protect_you,0,False,0
Alligator,is used to shoot,is_used_to_shoot,0,False,0
Alligator,is used to spread (butter bread),is_used_to_spread_(butter_bread),0,False,0
Alligator,is used to support the breasts,is_used_to_support_the_breasts,0,False,0
Alligator,is useful,is_useful,0,False,0
Alligator,is useful in a forest,is_useful_in_a_forest,0,False,0
Alligator,is violent,is_violent,0,False,0
Alligator,is warm,is_warm,0,False,0
Alligator,is warm in winter,is_warm_in_winter,0,False,0
Alligator,is waterproof,is_waterproof,0,False,0
Alligator,is wide,is_wide,0,False,0
Alligator,is worn around the shoulders,is_worn_around_the_shoulders,0,False,0
Alligator,is worn around your neck,is_worn_around_your_neck,0,False,0
Alligator,is worn at night,is_worn_at_night,0,False,0
Alligator,is worn at special occasions,is_worn_at_special_occasions,0,False,0
Alligator,is worn by cowboys,is_worn_by_cowboys,0,False,0
Alligator,is worn by sportsmen,is_worn_by_sportsmen,0,False,0
Alligator,is worn during the summer,is_worn_during_the_summer,0,False,0
Alligator,is worn during the winter,is_worn_during_the_winter,0,False,0
Alligator,is worn every day,is_worn_every_day,0,False,0
Alligator,is worn if it's cold,is_worn_if_it's_cold,0,False,0
Alligator,is worn if it's warm,is_worn_if_it's_warm,0,False,0
Alligator,is worn on the upper part of your body,is_worn_on_the_upper_part_of_your_body,0,False,0
Alligator,is worn on top of a T-shirt,is_worn_on_top_of_a_T-shirt,0,False,0
Alligator,is worn on your feet,is_worn_on_your_feet,0,False,0
Alligator,is worn on your hands,is_worn_on_your_hands,0,False,0
Alligator,is worn on your head,is_worn_on_your_head,0,False,0
Alligator,is worn on your legs,is_worn_on_your_legs,0,False,0
Alligator,is worn to go for a run,is_worn_to_go_for_a_run,0,False,0
Alligator,is worn to go skiing,is_worn_to_go_skiing,0,False,0
Alligator,is worn to sleep,is_worn_to_sleep,0,False,0
Alligator,is worn to swim,is_worn_to_swim,0,False,0
Alligator,is worn to work,is_worn_to_work,0,False,0
Alligator,is worn under a skirt,is_worn_under_a_skirt,0,False,0
Alligator,is worn under a sweater,is_worn_under_a_sweater,0,False,0
Alligator,is worn with a suit,is_worn_with_a_suit,0,False,0
Alligator,is yellow,is_yellow,0,False,0
Alligator,it has screws in it,it_has_screws_in_it,0,False,0
Alligator,it is absorbent,it_is_absorbent,0,False,0
Alligator,its vibrations produce sounds,its_vibrations_produce_sounds,0,True,1
Alligator,Jo with the banjo,Jo_with_the_banjo,0,False,0
Alligator,keeps your feet warm,keeps_your_feet_warm,0,False,0
Alligator,keeps your head warm,keeps_your_head_warm,0,False,0
Alligator,lasts long,lasts_long,0,False,0
Alligator,leaves from airport,leaves_from_airport,0,False,0
Alligator,leaves wood shavings,leaves_wood_shavings,0,False,0
Alligator,lies in a drawer,lies_in_a_drawer,0,False,0
Alligator,lies in a garden house,lies_in_a_garden_house,0,False,0
Alligator,lies in the cupboard,lies_in_the_cupboard,0,False,0
Alligator,lies left to plate,lies_left_to_plate,0,False,0
Alligator,lies next to plate,lies_next_to_plate,0,False,0
Alligator,lies on a roof,lies_on_a_roof,0,False,0
Alligator,lived in by gipsies,lived_in_by_gipsies,0,False,0
Alligator,located under a glass,located_under_a_glass,0,False,0
Alligator,looks sportive,looks_sportive,0,False,0
Alligator,looks tough,looks_tough,0,True,1
Alligator,made of fibres,made_of_fibres,0,False,0
Alligator,made of metal,made_of_metal,0,False,0
Alligator,made of plastic,made_of_plastic,0,False,0
Alligator,made of stone,made_of_stone,0,False,0
Alligator,made of synthetic material,made_of_synthetic_material,0,False,0
Alligator,made of wood,made_of_wood,0,False,0
Alligator,made of wood and metal,made_of_wood_and_metal,0,False,0
Alligator,makes a bass noise,makes_a_bass_noise,0,False,0
Alligator,makes a buzzing sound,makes_a_buzzing_sound,0,False,0
Alligator,makes a gurgling sound,makes_a_gurgling_sound,0,False,0
Alligator,makes a humming sound,makes_a_humming_sound,0,False,0
Alligator,makes a humming sound.1,makes_a_humming_sound.1,0,False,0
Alligator,makes a nice sound/noise,makes_a_nice_sound/noise,0,False,0
Alligator,makes a peeping sound,makes_a_peeping_sound,0,False,0
Alligator,makes a piercing noise,makes_a_piercing_noise,0,False,0
Alligator,makes a special noise,makes_a_special_noise,0,False,0
Alligator,makes catching things easier,makes_catching_things_easier,0,True,1
Alligator,makes old bread tasteful again,makes_old_bread_tasteful_again,0,False,0
Alligator,makes peacefull music,makes_peacefull_music,0,False,0
Alligator,manned by astronauts,manned_by_astronauts,0,False,0
Alligator,means residential area when in a compound with 'built',means_residential_area_when_in_a_compound_with_'built',0,False,0
Alligator,men think it is sexy,men_think_it_is_sexy,0,False,0
Alligator,mirrors,mirrors,0,False,0
Alligator,most of the time is filled completely,most_of_the_time_is_filled_completely,0,False,0
Alligator,moves/sails on the sea or on another water,moves/sails_on_the_sea_or_on_another_water,0,False,0
Alligator,moves/sails on the water,moves/sails_on_the_water,0,False,0
Alligator,moves/sails under water,moves/sails_under_water,0,False,0
Alligator,needs to be cleaned after use,needs_to_be_cleaned_after_use,0,False,0
Alligator,needs to be cleaned sometimes,needs_to_be_cleaned_sometimes,0,False,0
Alligator,needs to be filled,needs_to_be_filled,0,False,0
Alligator,needs to be supported,needs_to_be_supported,0,False,0
Alligator,needs to be washed,needs_to_be_washed,0,False,0
Alligator,needs to be washed in water of 30° celcius,needs_to_be_washed_in_water_of_30°_celcius,0,False,0
Alligator,not everyone has it,not_everyone_has_it,0,True,1
Alligator,not nice to use,not_nice_to_use,0,True,1
Alligator,not used much,not_used_much,0,True,1
Alligator,occurs in a choir,occurs_in_a_choir,0,False,0
Alligator,occurs in a saying,occurs_in_a_saying,0,False,0
Alligator,occurs in comic books,occurs_in_comic_books,0,False,0
Alligator,occurs in films,occurs_in_films,0,True,1
Alligator,occurs in indian culture,occurs_in_indian_culture,0,False,0
Alligator,occurs in many (music)bands,occurs_in_many_(music)bands,0,False,0
Alligator,occurs often in films,occurs_often_in_films,0,False,0
Alligator,often contains plants,often_contains_plants,0,False,0
Alligator,often covered with grafitti,often_covered_with_grafitti,0,False,0
Alligator,often found to be frightening,often_found_to_be_frightening,0,True,1
Alligator,often played in a church,often_played_in_a_church,0,False,0
Alligator,often robbed,often_robbed,0,False,0
Alligator,often seen at the coast,often_seen_at_the_coast,0,True,1
Alligator,often seen in beauty parlors,often_seen_in_beauty_parlors,0,False,0
Alligator,often stolen,often_stolen,0,False,0
Alligator,often used,often_used__,0,False,0
Alligator,often used at camp sites,often_used_at_camp_sites,0,False,0
Alligator,often used by street musicians,often_used_by_street_musicians,0,True,1
Alligator,often used by students,often_used_by_students,0,False,0
Alligator,often used in blues music,often_used_in_blues_music,0,True,1
Alligator,oil comes out of it,oil_comes_out_of_it,0,False,0
Alligator,one can drink out of it,one_can_drink_out_of_it,0,False,0
Alligator,one can eat out of it,one_can_eat_out_of_it,0,False,0
Alligator,one can lie upon it,one_can_lie_upon_it,0,False,0
Alligator,one has to learn how to play,one_has_to_learn_how_to_play,0,False,0
Alligator,one has to put ground coffeebeans in it,one_has_to_put_ground_coffeebeans_in_it,0,False,0
Alligator,operated by a pilot,operated_by_a_pilot,0,False,0
Alligator,originates from Scotland,originates_from_Scotland,0,False,0
Alligator,pieces of bread jump out of it,pieces_of_bread_jump_out_of_it,0,False,0
Alligator,placed under a plate,placed_under_a_plate,0,False,0
Alligator,played by a musician,played_by_a_musician,0,False,0
Alligator,played by a single person,played_by_a_single_person,0,False,0
Alligator,played by gipsies,played_by_gipsies,0,False,0
Alligator,played by men,played_by_men,0,False,0
Alligator,played by Mozart,played_by_Mozart,0,False,0
Alligator,played by Toots Tielemans,played_by_Toots_Tielemans,0,False,0
Alligator,played in a brass band,played_in_a_brass_band,0,False,0
Alligator,played seldomly,played_seldomly,0,False,0
Alligator,played with a bow,played_with_a_bow,0,False,0
Alligator,played with a stick (sticks),played_with_a_stick_(sticks),0,False,0
Alligator,played with the fingers,played_with_the_fingers,0,False,0
Alligator,played with the hands,played_with_the_hands,0,False,0
Alligator,played with the mouth,played_with_the_mouth,0,False,0
Alligator,played with two hands,played_with_two_hands,0,False,0
Alligator,polishes things,polishes_things,0,False,0
Alligator,pots and pans are put on it,pots_and_pans_are_put_on_it,0,False,0
Alligator,predecessor of a piano,predecessor_of_a_piano,0,False,0
Alligator,prevents being naked,prevents_being_naked,0,False,0
Alligator,prevents clothes from becoming dirty,prevents_clothes_from_becoming_dirty,0,False,0
Alligator,primarily played by girls,primarily_played_by_girls,0,False,0
Alligator,produces a bang,produces_a_bang,0,False,0
Alligator,produces a hole in the wall,produces_a_hole_in_the_wall,0,False,0
Alligator,produces a lot of sound,produces_a_lot_of_sound,0,False,0
Alligator,produces a lot of wind,produces_a_lot_of_wind,0,False,0
Alligator,produces an irritating noise,produces_an_irritating_noise,0,False,0
Alligator,produces different sounds,produces_different_sounds,0,False,0
Alligator,produces dust,produces_dust,0,False,0
Alligator,produces fumes,produces_fumes,0,False,0
Alligator,produces high pitched sound,produces_high_pitched_sound,0,False,0
Alligator,produces music,produces_music,0,False,0
Alligator,produces noise,produces_noise,0,True,1
Alligator,produces only one sound,produces_only_one_sound,0,False,0
Alligator,produces sound,produces_sound,0,False,0
Alligator,produces sparks,produces_sparks,0,False,0
Alligator,protects against the cold,protects_against_the_cold,0,False,0
Alligator,protects against the rain,protects_against_the_rain,0,False,0
Alligator,protects against the sun,protects_against_the_sun,0,False,0
Alligator,protects against the wind,protects_against_the_wind,0,False,0
Alligator,protects your ears against the cold,protects_your_ears_against_the_cold,0,False,0
Alligator,protects your feet,protects_your_feet,0,False,0
Alligator,pulled by horse or bullock,pulled_by_horse_or_bullock,0,False,0
Alligator,put on the floor,put_on_the_floor,0,False,0
Alligator,put on the table,put_on_the_table,0,False,0
Alligator,reaches till the knee,reaches_till_the_knee,0,False,0
Alligator,replaced every day,replaced_every_day,0,False,0
Alligator,requires a belt for wearing it,requires_a_belt_for_wearing_it,0,False,0
Alligator,requires a special drivers licence,requires_a_special_drivers_licence,0,False,0
Alligator,requires much practise,requires_much_practise,0,False,0
Alligator,requires safety glasses,requires_safety_glasses,0,False,0
Alligator,ressembles a bike,ressembles_a_bike,0,False,0
Alligator,ressembles a piano,ressembles_a_piano,0,False,0
Alligator,ressembles a ruler,ressembles_a_ruler,0,False,0
Alligator,ressembles a train,ressembles_a_train,0,False,0
Alligator,ribbed,ribbed,0,False,0
Alligator,rides on rails,rides_on_rails,0,False,0
Alligator,rolls,rolls,0,False,0
Alligator,sails,sails,0,False,0
Alligator,separates liquid from solid material,separates_liquid_from_solid_material,0,False,0
Alligator,shines,shines,0,False,0
Alligator,shows a naked belly,shows_a_naked_belly,0,True,1
Alligator,shrinks when washed,shrinks_when_washed,0,False,0
Alligator,slides from slope,slides_from_slope,0,False,0
Alligator,slides on snow,slides_on_snow,0,False,0
Alligator,smells like coffee,smells_like_coffee,0,False,0
Alligator,smells like washing powder,smells_like_washing_powder,0,False,0
Alligator,smells neutral,smells_neutral,0,False,0
Alligator,smells nice,smells_nice,0,False,0
