concept,feature,feature_raw,gpt5_response,gpt5_true
Cobra,has a large tail,has_a_large_tail,False,0
Cobra,lives outdoors,lives_outdoors,True,1
Cobra,has a long nose in the shape of a sword,has_a_long_nose_in_the_shape_of_a_sword,False,0
Cobra,is found in warm places,is_found_in_warm_places,True,1
Cobra,makes a recognizable sound,makes_a_recognizable_sound,True,1
Cobra,indians hunted it,indians_hunted_it,True,1
Cobra,seems mean,seems_mean,True,1
Cobra,is an exotic animal,is_an_exotic_animal,True,1
Cobra,is very active,is_very_active,True,1
Cobra,typical ennemy of a cat,typical_ennemy_of_a_cat,False,0
Cobra,chirps,chirps,False,0
Cobra,has a hooked bill,has_a_hooked_bill,False,0
Cobra,is found on animals,is_found_on_animals,False,0
Cobra,is aggressive,is_aggressive,True,1
Cobra,has a rough skin,has_a_rough_skin,False,0
Cobra,looks like a snake,looks_like_a_snake,True,1
Cobra,looks like a lizard,looks_like_a_lizard,False,0
Cobra,swallows its prey in its entirety,swallows_its_prey_in_its_entirety,True,1
Cobra,catches mice,catches_mice,False,0
Cobra,has a yellow bill,has_a_yellow_bill,False,0
Cobra,can loose its tail,can_loose_its_tail,False,0
Cobra,can become pest,can_become_pest,False,0
Cobra,difficult to exterminate,difficult_to_exterminate,False,0
Cobra,has a pointed snout,has_a_pointed_snout,False,0
Cobra,eats flies,eats_flies,False,0
Cobra,can be caught,can_be_caught,True,1
Cobra,stubborn,stubborn,False,0
Cobra,can be filled up,can_be_filled_up,False,0
Cobra,is bigger than a chicken,is_bigger_than_a_chicken,True,1
Cobra,can cause much hinder,can_cause_much_hinder,True,1
Cobra,is lethal,is_lethal,True,1
Cobra,lives in tropical waters,lives_in_tropical_waters,False,0
Cobra,has camouflage,has_camouflage,True,1
Cobra,roar,roar,False,0
Cobra,appears in songs,appears_in_songs,True,1
Cobra,is found in advertising or as brand,is_found_in_advertising_or_as_brand_,True,1
Cobra,can be trained,can_be_trained,True,1
Cobra,lives in unhygienic places,lives_in_unhygienic_places,False,0
Cobra,makes a strange noise,makes_a_strange_noise,True,1
Cobra,striped,striped,True,1
Cobra,writhes (twists),writhes_(twists),True,1
Cobra,can be cooked in different ways,can_be_cooked_in_different_ways,True,1
Cobra,glides,glides,True,1
Cobra,can be dangerous,can_be_dangerous,True,1
Cobra,communicates with its congeners,communicates_with_its_congeners,True,1
Cobra,eats rats and mice,eats_rats_and_mice,False,0
Cobra,has peepers,has_peepers,True,1
Cobra,has an airhole,has_an_airhole,False,0
Cobra,has white and black stripes,has_white_and_black_stripes,False,0
Cobra,squirts ink,squirts_ink,False,0
Cobra,kind of lizard,kind_of_lizard,False,0
Cobra,sleeps upside down,sleeps_upside_down,False,0
Cobra,is dangerous to people,is_dangerous_to_people,True,1
Cobra,is elongated,is_elongated,True,1
Cobra,somtimes used in a circus,somtimes_used_in_a_circus,True,1
Cobra,attaches to the body,attaches_to_the_body,False,0
Cobra,lives on when split in half,lives_on_when_split_in_half,False,0
Cobra,is sly,is_sly,False,0
Cobra,spits,spits,True,1
Cobra,is specked,is_specked,False,0
Cobra,is strong,is_strong,True,1
Cobra,makes a squeaky sound,makes_a_squeaky_sound,False,0
Cobra,is used in competitions,is_used_in_competitions,True,1
Cobra,is used in shows,is_used_in_shows,True,1
Cobra,has a big bill,has_a_big_bill,False,0
Cobra,has sharp claws.1,has_sharp_claws.1,False,0
Cobra,eats mice,eats_mice,False,0
Cobra,has a big mouth,has_a_big_mouth,True,1
Cobra,has a crest,has_a_crest,True,1
Cobra,eats small animals,eats_small_animals,True,1
Cobra,sheds its skin,sheds_its_skin,True,1
Cobra,lives in a damp climate,lives_in_a_damp_climate,False,0
Cobra,strangles its prey,strangles_its_prey,False,0
Cobra,has large theeth,has_large_theeth,False,0
Cobra,can be aggressive,can_be_aggressive,True,1
Cobra,lives on land,lives_on_land__,True,1
Cobra,has eyes,has_eyes,True,1
Cobra,can be bred,can_be_bred,True,1
Cobra,has a split tongue,has_a_split_tongue,True,1
Cobra,has teeth,has_teeth,True,1
Cobra,lives in the jungle,lives_in_the_jungle,True,1
Cobra,has prickles,has_prickles,False,0
Cobra,lives in nature,lives_in_nature,True,1
Cobra,incites fear,incites_fear,True,1
Cobra,is sometimes eaten by man,is_sometimes_eaten_by_man,True,1
Cobra,lives in tropical areas,lives_in_tropical_areas,True,1
Cobra,gives pain,gives_pain,True,1
Cobra,has no paws,has_no_paws,True,1
Cobra,occasionally occurs in films,occasionally_occurs_in_films,True,1
Cobra,frightens people,frightens_people,True,1
Cobra,small and large kinds,small_and_large_kinds,True,1
Cobra,lives on land and sea,lives_on_land_and_sea,False,0
Cobra,has a long bill,has_a_long_bill,False,0
Cobra,makes a sharp sound,makes_a_sharp_sound,True,1
Cobra,sings,sings,False,0
Cobra,lives nearby the water,lives_nearby_the_water,True,1
Cobra,has claws,has_claws,False,0
Cobra,takes on the colour of its surroundings,takes_on_the_colour_of_its_surroundings,False,0
Cobra,makes a hissing noise,makes_a_hissing_noise,True,1
Cobra,eats worms,eats_worms,False,0
Cobra,is poisonous,is_poisonous,True,1
Cobra,has bones,has_bones,True,1
Cobra,yellow,yellow,False,0
Cobra,makes a lot of clamor,makes_a_lot_of_clamor,False,0
Cobra,lives in the wild,lives_in_the_wild,True,1
Cobra,has a pointed mouth,has_a_pointed_mouth,False,0
Cobra,bites,bites,True,1
Cobra,can jump far,can_jump_far,True,1
Cobra,has a long tongue,has_a_long_tongue,True,1
Cobra,can be poisonous,can_be_poisonous,True,1
Cobra,is yellow and black,is_yellow_and_black,False,0
Cobra,is an animal of prey,is_an_animal_of_prey,True,1
Cobra,has feelers,has_feelers,False,0
Cobra,is green-brown,is_green-brown,True,1
Cobra,makes a sound,makes_a_sound,True,1
Cobra,exists in different sizes and kinds,exists_in_different_sizes_and_kinds,True,1
Cobra,can have different colors,can_have_different_colors,True,1
Cobra,runs fast,runs_fast,False,0
Cobra,lives in warm countries,lives_in_warm_countries,True,1
Cobra,has a long tail,has_a_long_tail,True,1
Cobra,buzzes,buzzes,False,0
Cobra,has a long neck,has_a_long_neck,False,0
Cobra,is a carnivore,is_a_carnivore,True,1
Cobra,is nasty,is_nasty,True,1
Cobra,has sharp teeth,has_sharp_teeth,True,1
Cobra,jumps,jumps,False,0
Cobra,there are many kinds of it,there_are_many_kinds_of_it,True,1
Cobra,nocturnal animal,nocturnal_animal,True,1
Cobra,is fast,is_fast,True,1
Cobra,eats insects,eats_insects,False,0
Cobra,is a reptile,is_a_reptile,True,1
Cobra,eats fish,eats_fish,False,0
Cobra,kind of snake,kind_of_snake,True,1
Cobra,has scales,has_scales,True,1
Cobra,is dangerous,is_dangerous,True,1
Cobra,has a tail,has_a_tail,True,1
Cobra,has a bill,has_a_bill,False,0
Cobra,lays eggs,lays_eggs,True,1
Cobra,can swim,can_swim,True,1
Cobra,is an animal,is_an_animal,True,1
Cobra,belongs with sportshoes,belongs_with_sportshoes,False,0
Cobra,can be bought in sports store,can_be_bought_in_sports_store,False,0
Cobra,can be a status symbol,can_be_a_status_symbol,True,1
Cobra,can be automatized,can_be_automatized,False,0
Cobra,also used as a toy,also_used_as_a_toy,False,0
Cobra,can be acoustic,can_be_acoustic,False,0
Cobra,can be brought to the beach,can_be_brought_to_the_beach,False,0
Cobra,can be connected to an amplifier,can_be_connected_to_an_amplifier,False,0
Cobra,can be carried,can_be_carried,True,1
Cobra,can be decorated,can_be_decorated,True,1
Cobra,can be found in a garage,can_be_found_in_a_garage,True,1
Cobra,can be found in a forest,can_be_found_in_a_forest,True,1
Cobra,can be held,can_be_held,True,1
Cobra,can be luxurious,can_be_luxurious,True,1
Cobra,can be played on,can_be_played_on,False,0
Cobra,can be made of different tissues,can_be_made_of_different_tissues,True,1
Cobra,can be played upon,can_be_played_upon,False,0
Cobra,can be opened,can_be_opened,False,0
Cobra,can be printed with a design,can_be_printed_with_a_design,True,1
Cobra,can be made of different materials,can_be_made_of_different_materials,False,0
Cobra,can be coloured,can_be_coloured,True,1
Cobra,can be used several times,can_be_used_several_times,False,0
Cobra,can be used as weapon,can_be_used_as_weapon,True,1
Cobra,can be seen on television,can_be_seen_on_television,True,1
Cobra,can be used to threaten somebody,can_be_used_to_threaten_somebody,True,1
Cobra,can be tuned,can_be_tuned,False,0
Cobra,can break stuff open,can_break_stuff_open,False,0
Cobra,can become dirty,can_become_dirty,True,1
Cobra,can break,can_break,True,1
Cobra,can break.1,can_break.1,False,0
Cobra,can crash,can_crash,False,0
Cobra,can harm,can_harm,True,1
Cobra,can be used to hit somebody,can_be_used_to_hit_somebody,True,1
Cobra,can drive on rough roads,can_drive_on_rough_roads,False,0
Cobra,can get rusty,can_get_rusty,False,0
Cobra,can cut you,can_cut_you,False,0
Cobra,can have a container,can_have_a_container_,True,1
Cobra,can be used to put something in,can_be_used_to_put_something_in,False,0
Cobra,can hurt,can_hurt,True,1
Cobra,can hurt you,can_hurt_you,True,1
Cobra,can injure,can_injure,True,1
Cobra,can produce different tones at once,can_produce_different_tones_at_once,False,0
Cobra,can mimic different instruments,can_mimic_different_instruments,False,0
Cobra,can work as defence,can_work_as_defence,True,1
Cobra,can sound out of tune,can_sound_out_of_tune,False,0
Cobra,comes in different brands and models,comes_in_different_brands_and_models,True,1
Cobra,can slide,can_slide,True,1
Cobra,comes in different prints,comes_in_different_prints,False,0
Cobra,comes in different patterns,comes_in_different_patterns,True,1
Cobra,comes in different lengths,comes_in_different_lengths,True,1
Cobra,comes in very handy,comes_in_very_handy,False,0
Cobra,constitutes a whole,constitutes_a_whole,True,1
Cobra,contains bullets,contains_bullets,False,0
Cobra,contains a beverage,contains_a_beverage,False,0
Cobra,contains different curved bars,contains_different_curved_bars,False,0
Cobra,contains liquid,contains_liquid,False,0
Cobra,costs money,costs_money,True,1
Cobra,could be an animal,could_be_an_animal,True,1
Cobra,drives on a highway,drives_on_a_highway,True,1
Cobra,drives on a road,drives_on_a_road,True,1
Cobra,drives on land,drives_on_land,True,1
Cobra,exists in different brands,exists_in_different_brands,True,1
Cobra,exists in different forms,exists_in_different_forms,True,1
Cobra,exists in different colors and different forms,exists_in_different_colors_and_different_forms,True,1
Cobra,exists in different materials,exists_in_different_materials,True,1
Cobra,exists in different kinds,exists_in_different_kinds,True,1
Cobra,exists in different colors,exists_in_different_colors,True,1
Cobra,exists in different sizes,exists_in_different_sizes,True,1
Cobra,exists in different lengths,exists_in_different_lengths,True,1
Cobra,exists in different sizes.1,exists_in_different_sizes.1,True,1
Cobra,exists in different measurements,exists_in_different_measurements,True,1
Cobra,exists in pairs,exists_in_pairs,False,0
Cobra,feels rough,feels_rough,True,1
Cobra,exists in different types,exists_in_different_types,True,1
Cobra,flies,flies,False,0
Cobra,exists in different thicknesses,exists_in_different_thicknesses,False,0
Cobra,flies in the sky,flies_in_the_sky,False,0
Cobra,flies low,flies_low,False,0
Cobra,exists in different tube lengths,exists_in_different_tube_lengths,False,0
Cobra,goes fast,goes_fast,True,1
Cobra,gives a nasty sound,gives_a_nasty_sound,True,1
Cobra,has 2 or 4 wheels,has_2_or_4_wheels,False,0
Cobra,gives a recoil,gives_a_recoil,False,0
Cobra,has a blade,has_a_blade,False,0
Cobra,has a barrel,has_a_barrel,False,0
Cobra,has a button,has_a_button,False,0
Cobra,has a brake,has_a_brake,False,0
Cobra,has a brake in the back,has_a_brake_in_the_back,False,0
Cobra,has a cap,has_a_cap,False,0
Cobra,has a buckle,has_a_buckle,False,0
Cobra,has a complex shape,has_a_complex_shape,True,1
Cobra,has 4 wheels,has_4_wheels,True,1
Cobra,consists of different parts,consists_of_different_parts,True,1
Cobra,has a label,has_a_label,False,0
Cobra,has a grip,has_a_grip,False,0
Cobra,has a deep sound,has_a_deep_sound,False,0
Cobra,has a handle,has_a_handle,False,0
Cobra,has a loading space,has_a_loading_space,False,0
Cobra,has a mouthpiece,has_a_mouthpiece,False,0
Cobra,has a motor,has_a_motor,True,1
Cobra,has a driver,has_a_driver,False,0
Cobra,has a nozzle,has_a_nozzle,False,0
Cobra,has a khaki colour,has_a_khaki_colour,True,1
Cobra,has a neck,has_a_neck,True,1
Cobra,has a negative connotation,has_a_negative_connotation,True,1
Cobra,has a periscope,has_a_periscope,False,0
Cobra,has a pin,has_a_pin,False,0
Cobra,has a spike at its base,has_a_spike_at_its_base,False,0
Cobra,has a plug,has_a_plug,False,0
Cobra,has a propellor,has_a_propellor,True,1
Cobra,has a sharp point,has_a_sharp_point,False,0
Cobra,has a skin,has_a_skin,True,1
Cobra,has a striking color,has_a_striking_color,True,1
Cobra,has a tachometer,has_a_tachometer,True,1
Cobra,has a steering wheel,has_a_steering_wheel,False,0
Cobra,has a trailer,has_a_trailer,False,0
Cobra,has a trigger,has_a_trigger,False,0
Cobra,has a Y-shape,has_a_Y-shape,False,0
Cobra,has a turning button,has_a_turning_button,False,0
Cobra,has an elastic rubber,has_an_elastic_rubber,False,0
Cobra,has at least 4 wheels,has_at_least_4_wheels,False,0
Cobra,has black and white keys,has_black_and_white_keys,False,0
Cobra,has buttons,has_buttons,False,0
Cobra,has been existing for a long time,has_been_existing_for_a_long_time,True,1
Cobra,has different additional parts,has_different_additional_parts,True,1
Cobra,has buttons.1,has_buttons.1,False,0
Cobra,has different compartments,has_different_compartments,False,0
Cobra,has different patterns,has_different_patterns,True,1
Cobra,has different patterns.1,has_different_patterns.1,True,1
Cobra,has great power,has_great_power,True,1
Cobra,has patterns,has_patterns,True,1
Cobra,has gears,has_gears,False,0
Cobra,has lights,has_lights,False,0
Cobra,has the name of a company printed on it,has_the_name_of_a_company_printed_on_it,True,1
Cobra,has wheels,has_wheels,False,0
Cobra,has pedals,has_pedals,False,0
Cobra,is a car,is_a_car,True,1
Cobra,is a collector's item,is_a_collector's_item,True,1
Cobra,has an indicator,has_an_indicator,False,0
Cobra,is a piece of equipment,is_a_piece_of_equipment,False,0
Cobra,is agressive,is_agressive,True,1
Cobra,is a vehicle,is_a_vehicle,False,0
Cobra,is an agressive person,is_an_agressive_person,False,0
Cobra,has tires,has_tires,False,0
Cobra,is an object,is_an_object,True,1
Cobra,is a car.1,is_a_car.1,True,1
Cobra,is an English word,is_an_English_word,True,1
Cobra,is curved,is_curved,True,1
Cobra,is fairly unknown,is_fairly_unknown,False,0
Cobra,is faster than a bycicle,is_faster_than_a_bycicle,True,1
Cobra,is a piece of music,is_a_piece_of_music,False,0
Cobra,is for sturdy guys,is_for_sturdy_guys,False,0
Cobra,is functional,is_functional,False,0
Cobra,is for at least 1 person,is_for_at_least_1_person,False,0
Cobra,is durable,is_durable,False,0
Cobra,is invented by man,is_invented_by_man,False,0
Cobra,is loaded,is_loaded,True,1
Cobra,is loud,is_loud,False,0
Cobra,is made in a factory,is_made_in_a_factory,False,0
Cobra,is multifunctional,is_multifunctional,False,0
Cobra,is played during concerts,is_played_during_concerts,False,0
Cobra,is not edible,is_not_edible,True,1
Cobra,is firm,is_firm,False,0
Cobra,is part of a company,is_part_of_a_company,True,1
Cobra,is painted,is_painted,False,0
Cobra,is not for children,is_not_for_children,False,0
Cobra,is popular,is_popular__,True,1
Cobra,is smaller than a lorry,is_smaller_than_a_lorry,True,1
Cobra,is powerful,is_powerful,True,1
Cobra,is refreshing in the summer,is_refreshing_in_the_summer,False,0
Cobra,is used to drive,is_used_to_drive,True,1
Cobra,is used to shoot,is_used_to_shoot,True,1
Cobra,is pliable,is_pliable,True,1
Cobra,is violent,is_violent,True,1
Cobra,is striped,is_striped,True,1
Cobra,its vibrations produce sounds,its_vibrations_produce_sounds,False,0
Cobra,looks tough,looks_tough,True,1
Cobra,makes a piercing noise,makes_a_piercing_noise,False,0
Cobra,needs to be cleaned after use,needs_to_be_cleaned_after_use,False,0
Cobra,not everyone has it,not_everyone_has_it,True,1
Cobra,needs to be supported,needs_to_be_supported,False,0
Cobra,makes a special noise,makes_a_special_noise,True,1
Cobra,needs to be cleaned sometimes,needs_to_be_cleaned_sometimes,False,0
Cobra,occurs in films,occurs_in_films,True,1
Cobra,is to be used outside,is_to_be_used_outside,False,0
Cobra,often used by students,often_used_by_students,False,0
Cobra,occurs often in films,occurs_often_in_films,True,1
Cobra,often used,often_used__,False,0
Cobra,one can drink out of it,one_can_drink_out_of_it,False,0
Cobra,occurs in indian culture,occurs_in_indian_culture,True,1
Cobra,often used in blues music,often_used_in_blues_music,False,0
Cobra,one has to learn how to play,one_has_to_learn_how_to_play,False,0
Cobra,played with the hands,played_with_the_hands,False,0
Cobra,operated by a pilot,operated_by_a_pilot,True,1
Cobra,produces different sounds,produces_different_sounds,True,1
Cobra,produces music,produces_music,False,0
Cobra,produces sound,produces_sound,True,1
Cobra,requires much practise,requires_much_practise,True,1
Cobra,often found to be frightening,often_found_to_be_frightening,True,1
Cobra,played by men,played_by_men,True,1
Cobra,produces noise,produces_noise,True,1
Cobra,sometimes played on the street,sometimes_played_on_the_street,False,0
Cobra,sometimes has soil sticking to it,sometimes_has_soil_sticking_to_it,True,1
Cobra,sometimes used to accompany voice,sometimes_used_to_accompany_voice,False,0
Cobra,used by artists,used_by_artists,True,1
Cobra,sounds fiercely,sounds_fiercely,False,0
Cobra,ribbed,ribbed,False,0
Cobra,turns around,turns_around,True,1
Cobra,used by men,used_by_men,True,1
Cobra,used by boys,used_by_boys,True,1
Cobra,there is advertising on it,there_is_advertising_on_it,False,0
Cobra,stops at fixed stops (fixed places),stops_at_fixed_stops_(fixed_places),False,0
Cobra,used for racing,used_for_racing,True,1
Cobra,used by painters,used_by_painters,True,1
Cobra,used for rock music,used_for_rock_music,False,0
Cobra,used in games,used_in_games,True,1
Cobra,used in sports,used_in_sports,True,1
Cobra,used to look nicer,used_to_look_nicer,False,0
Cobra,used in pop music,used_in_pop_music,True,1
Cobra,used in different cultures,used_in_different_cultures,True,1
Cobra,uses fuel,uses_fuel,False,0
Cobra,uses gas,uses_gas,False,0
Cobra,was used in the past,was_used_in_the_past,True,1
Cobra,works on batteries,works_on_batteries,False,0
Cobra,works with a pump,works_with_a_pump,False,0
Cobra,works on petrol,works_on_petrol,False,0
Cobra,works with a hinge,works_with_a_hinge,False,0
Cobra,works with air,works_with_air,False,0
Cobra,you can do tricks with it,you_can_do_tricks_with_it,True,1
Cobra,you can get injured by it,you_can_get_injured_by_it,True,1
Cobra,you can bust things with it,you_can_bust_things_with_it,False,0
Cobra,you can injure someone with it,you_can_injure_someone_with_it,True,1
Cobra,you can kill someone with it,you_can_kill_someone_with_it,True,1
Cobra,you can play with it,you_can_play_with_it,False,0
Cobra,you can play different notes whit it,you_can_play_different_notes_whit_it,False,0
Cobra,you can pull it (open) and push it,you_can_pull_it_(open)_and_push_it,False,0
Cobra,you can see it in the sea,you_can_see_it_in_the_sea,False,0
Cobra,you can tie things down with it,you_can_tie_things_down_with_it,False,0
Cobra,you don't see it frequently,you_don't_see_it_frequently,True,1
Cobra,you have to be able to read notes for it,you_have_to_be_able_to_read_notes_for_it,False,0
Cobra,you're standing with 1 leg on the board,you're_standing_with_1_leg_on_the_board,True,1
Crocodile,appears in comics,appears_in_comics,True,1
Cobra,you can see it in big cities,you_can_see_it_in_big_cities,True,1
Cobra,you have to pay for it,you_have_to_pay_for_it,False,0
Crocodile,can live for a long time without food,can_live_for_a_long_time_without_food,True,1
Crocodile,can eat people,can_eat_people,True,1
Crocodile,can open its tail,can_open_its_tail,False,0
Crocodile,does not smell well,does_not_smell_well,False,0
Crocodile,doesn't herd,doesn't_herd,True,1
Crocodile,external skeleton,external_skeleton,False,0
Crocodile,can be lethal to man,can_be_lethal_to_man,True,1
Crocodile,"can be brown, black, white, grey","can_be_brown,_black,_white,_grey",False,0
Crocodile,can be fed,can_be_fed,True,1
Crocodile,filtrate food out of the water with its bill,filtrate_food_out_of_the_water_with_its_bill,False,0
Crocodile,has gnawing teeth,has_gnawing_teeth,False,0
Crocodile,"in dutch expression: once bitten, twice shy","in_dutch_expression:_once_bitten,_twice_shy",False,0
Crocodile,is difficult to remove from one's body,is_difficult_to_remove_from_one's_body,False,0
Crocodile,is unhygienic,is_unhygienic,False,0
Crocodile,can be seen on safaris,can_be_seen_on_safaris,True,1
Crocodile,likes humidity,likes_humidity,True,1
Crocodile,breaths under water,breaths_under_water,False,0
Crocodile,can store food in its bill,can_store_food_in_its_bill,False,0
Crocodile,can kill people,can_kill_people,True,1
Crocodile,descend from the dinosaur,descend_from_the_dinosaur,False,0
Crocodile,can turn his head very far,can_turn_his_head_very_far,False,0
Crocodile,eats seals,eats_seals,False,0
Crocodile,has a head,has_a_head,True,1
Crocodile,eats frogs,eats_frogs,True,1
Crocodile,doesn't have 1000 paws,doesn't_have_1000_paws,True,1
Crocodile,has a mouth,has_a_mouth,True,1
Crocodile,is found all around the world,is_found_all_around_the_world,False,0
Crocodile,has large front teeth,has_large_front_teeth,False,0
Crocodile,is not a pet,is_not_a_pet,True,1
Crocodile,rough,rough,True,1
Crocodile,not friendly with dogs,not_friendly_with_dogs,True,1
Crocodile,short front legs,short_front_legs,True,1
Crocodile,is not good at flying,is_not_good_at_flying,True,1
Crocodile,was used in medical science in earlier times,was_used_in_medical_science_in_earlier_times,True,1
Crocodile,attacks,attacks,True,1
Crocodile,has a tongue,has_a_tongue,True,1
Crocodile,digs holes,digs_holes,False,0
Crocodile,has many teeth,has_many_teeth,True,1
Crocodile,has black eyes,has_black_eyes,False,0
Crocodile,soup is made of it,soup_is_made_of_it,False,0
Crocodile,is difficult to catch,is_difficult_to_catch,True,1
Crocodile,hunts chicken,hunts_chicken,False,0
Crocodile,has suckers,has_suckers,False,0
Crocodile,usually has one young at a time,usually_has_one_young_at_a_time,False,0
Crocodile,laong teeth,laong_teeth,True,1
Crocodile,skeletons in museum,skeletons_in_museum,True,1
Crocodile,brays,brays,False,0
Crocodile,comes up to the surface for air,comes_up_to_the_surface_for_air,True,1
Crocodile,eats people,eats_people,True,1
Crocodile,has beady eyes,has_beady_eyes,True,1
Crocodile,is first a tadpole,is_first_a_tadpole,False,0
Crocodile,lives outdoors,lives_outdoors,True,1
Crocodile,lives in the open air,lives_in_the_open_air,True,1
Crocodile,savanne,savanne,False,0
Crocodile,has ribs,has_ribs,True,1
Crocodile,is aggressive,is_aggressive,True,1
Crocodile,is an exotic animal,is_an_exotic_animal,True,1
Crocodile,some people are allergic to it,some_people_are_allergic_to_it,False,0
Crocodile,wild animal,wild_animal,True,1
Crocodile,is found in warm places,is_found_in_warm_places,True,1
Crocodile,indians hunted it,indians_hunted_it,True,1
Crocodile,makes a recognizable sound,makes_a_recognizable_sound,True,1
Crocodile,protected species,protected_species,True,1
Crocodile,seems mean,seems_mean,True,1
Crocodile,smells blood,smells_blood,True,1
Crocodile,drinks water,drinks_water,True,1
Crocodile,typical ennemy of a cat,typical_ennemy_of_a_cat,False,0
Crocodile,used in research,used_in_research,True,1
Crocodile,has a pointed snout,has_a_pointed_snout,False,0
Crocodile,has a rough skin,has_a_rough_skin,True,1
Crocodile,has a hooked bill,has_a_hooked_bill,False,0
Crocodile,lives in a swamp,lives_in_a_swamp,True,1
Crocodile,is scary,is_scary,True,1
Crocodile,eats flies,eats_flies,False,0
Crocodile,has young = cubs,has_young_=_cubs,False,0
Crocodile,lives nearby ponds,lives_nearby_ponds,True,1
Crocodile,prey,prey,False,0
Crocodile,catches mice,catches_mice,False,0
Crocodile,can become pest,can_become_pest,False,0
Crocodile,can loose its tail,can_loose_its_tail,False,0
Crocodile,difficult to exterminate,difficult_to_exterminate,True,1
Crocodile,swallows its prey in its entirety,swallows_its_prey_in_its_entirety,True,1
Crocodile,can be caught,can_be_caught,True,1
Crocodile,swims in rivers,swims_in_rivers,True,1
Crocodile,is lethal,is_lethal,True,1
Crocodile,exists for ages,exists_for_ages,True,1
Crocodile,can cause much hinder,can_cause_much_hinder,True,1
Crocodile,has an airhole,has_an_airhole,False,0
Crocodile,roar,roar,False,0
Crocodile,has camouflage,has_camouflage,True,1
Crocodile,lives in tropical waters,lives_in_tropical_waters,True,1
Crocodile,appears in songs,appears_in_songs,True,1
Crocodile,stubborn,stubborn,False,0
Crocodile,makes a strange noise,makes_a_strange_noise,True,1
Crocodile,lives in unhygienic places,lives_in_unhygienic_places,False,0
Crocodile,is killed by man,is_killed_by_man,True,1
Crocodile,creaks when killed,creaks_when_killed,False,0
Crocodile,can be cooked in different ways,can_be_cooked_in_different_ways,True,1
Crocodile,writhes (twists),writhes_(twists),True,1
Crocodile,skin can be used for clothes,skin_can_be_used_for_clothes,True,1
Crocodile,can be dangerous,can_be_dangerous,True,1
Crocodile,has peepers,has_peepers,True,1
Crocodile,is bigger than a chicken,is_bigger_than_a_chicken,True,1
Crocodile,somtimes used in a circus,somtimes_used_in_a_circus,True,1
Crocodile,eats rats and mice,eats_rats_and_mice,True,1
Crocodile,is well camouflaged,is_well_camouflaged,True,1
Crocodile,shoes and handbags are made of it,shoes_and_handbags_are_made_of_it,True,1
Crocodile,squirts water through an airhole,squirts_water_through_an_airhole,False,0
Crocodile,is dangerous to people,is_dangerous_to_people,True,1
Crocodile,can live to a ripe old age,can_live_to_a_ripe_old_age,True,1
Crocodile,makes a sound like a grunt,makes_a_sound_like_a_grunt,True,1
Crocodile,is elongated,is_elongated,True,1
Crocodile,attaches to the body,attaches_to_the_body,False,0
Crocodile,spits,spits,False,0
Crocodile,is strong,is_strong,True,1
Crocodile,occasionally washes ashore,occasionally_washes_ashore,True,1
Crocodile,thick skin,thick_skin,True,1
Crocodile,lives in australia,lives_in_australia,True,1
Crocodile,is cold-blooded,is_cold-blooded,True,1
Crocodile,is sly,is_sly,False,0
Crocodile,rolls up in danger,rolls_up_in_danger,False,0
Crocodile,can be aggressive,can_be_aggressive,True,1
Crocodile,eats mice,eats_mice,False,0
Crocodile,does not migrate in the winter,does_not_migrate_in_the_winter,True,1
Crocodile,has a big mouth,has_a_big_mouth,True,1
Crocodile,lives by the sea,lives_by_the_sea,False,0
Crocodile,eats small animals,eats_small_animals,True,1
Crocodile,lives in a damp climate,lives_in_a_damp_climate,True,1
Crocodile,sheds its skin,sheds_its_skin,True,1
Crocodile,has large theeth,has_large_theeth,True,1
Crocodile,is not very popular among man,is_not_very_popular_among_man,True,1
Crocodile,has a split tongue,has_a_split_tongue,False,0
Crocodile,gives pain,gives_pain,True,1
Crocodile,is a scavenging animal,is_a_scavenging_animal,True,1
Crocodile,lives in the jungle,lives_in_the_jungle,False,0
Crocodile,has teeth,has_teeth,True,1
Crocodile,has eyes,has_eyes,True,1
Crocodile,is sometimes eaten by man,is_sometimes_eaten_by_man,True,1
Crocodile,can't fly,can't_fly,True,1
Crocodile,lives in nature,lives_in_nature,True,1
Crocodile,small and large kinds,small_and_large_kinds,True,1
Crocodile,incites fear,incites_fear,True,1
Crocodile,doesn't live in our country,doesn't_live_in_our_country,False,0
Crocodile,hunts,hunts,True,1
Crocodile,is terrifying,is_terrifying,True,1
Crocodile,lives on land and sea,lives_on_land_and_sea,True,1
Crocodile,occasionally occurs in films,occasionally_occurs_in_films,True,1
Crocodile,has no paws,has_no_paws,True,1
Crocodile,is slimy,is_slimy,False,0
Crocodile,frightens people,frightens_people,True,1
Crocodile,has a long tongue,has_a_long_tongue,False,0
Crocodile,can be poisonous,can_be_poisonous,False,0
Crocodile,takes on the colour of its surroundings,takes_on_the_colour_of_its_surroundings,False,0
Crocodile,makes a hissing noise,makes_a_hissing_noise,True,1
Crocodile,lives nearby the water,lives_nearby_the_water,True,1
Crocodile,eats worms,eats_worms,False,0
Crocodile,appears in fairy tales and stories,appears_in_fairy_tales_and_stories,True,1
Crocodile,lives in the wild,lives_in_the_wild,True,1
Crocodile,has bones,has_bones,True,1
Crocodile,heavy,heavy,True,1
Crocodile,has a pointed mouth,has_a_pointed_mouth,False,0
Crocodile,bites,bites,True,1
