input,prompt,response,prompt_variant
beaver|tree|dress,Answer using only one word - tree or dress and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|car,Answer using only one word - tree or car and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|crowbar,Answer using only one word - tree or crowbar and not beaver. Which is more similar in semantic meaning to beaver?,"- aka a pinch bar
- aka",canonical
beaver|tree|cactus,Answer using only one word - tree or cactus and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|candle,Answer using only one word - tree or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|burrito,Answer using only one word - tree or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|bell,Answer using only one word - tree or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|drill,Answer using only one word - tree or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|blackberry,Answer using only one word - tree or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|tree|tumbleweed,Answer using only one word - tree or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|artichoke,Answer using only one word - bassoon or artichoke and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|blender,Answer using only one word - bassoon or blender and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|dress,Answer using only one word - bassoon or dress and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|car,Answer using only one word - bassoon or car and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|crowbar,Answer using only one word - bassoon or crowbar and not beaver. Which is more similar in semantic meaning to beaver?,"- is a woodwind instrument
-",canonical
beaver|bassoon|cactus,Answer using only one word - bassoon or cactus and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|candle,Answer using only one word - bassoon or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|burrito,Answer using only one word - bassoon or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|bell,Answer using only one word - bassoon or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|drill,Answer using only one word - bassoon or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|blackberry,Answer using only one word - bassoon or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bassoon|tumbleweed,Answer using only one word - bassoon or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|blender,Answer using only one word - artichoke or blender and not beaver. Which is more similar in semantic meaning to beaver?,"- leaves on the end
- umbrella",canonical
beaver|artichoke|dress,Answer using only one word - artichoke or dress and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|car,Answer using only one word - artichoke or car and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|crowbar,Answer using only one word - artichoke or crowbar and not beaver. Which is more similar in semantic meaning to beaver?,"- aka a pinch bar
- aka",canonical
beaver|artichoke|cactus,Answer using only one word - artichoke or cactus and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|candle,Answer using only one word - artichoke or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|burrito,Answer using only one word - artichoke or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|bell,Answer using only one word - artichoke or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|drill,Answer using only one word - artichoke or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|blackberry,Answer using only one word - artichoke or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|artichoke|tumbleweed,Answer using only one word - artichoke or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|dress,Answer using only one word - blender or dress and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|car,Answer using only one word - blender or car and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|crowbar,Answer using only one word - blender or crowbar and not beaver. Which is more similar in semantic meaning to beaver?,"- looks like
- is used to",canonical
beaver|blender|cactus,Answer using only one word - blender or cactus and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|candle,Answer using only one word - blender or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|burrito,Answer using only one word - blender or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|bell,Answer using only one word - blender or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|drill,Answer using only one word - blender or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|blackberry,Answer using only one word - blender or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blender|tumbleweed,Answer using only one word - blender or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|car,Answer using only one word - dress or car and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|crowbar,Answer using only one word - dress or crowbar and not beaver. Which is more similar in semantic meaning to beaver?,"- is a home
- builds a",canonical
beaver|dress|cactus,Answer using only one word - dress or cactus and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|candle,Answer using only one word - dress or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|burrito,Answer using only one word - dress or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|bell,Answer using only one word - dress or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|drill,Answer using only one word - dress or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|blackberry,Answer using only one word - dress or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|dress|tumbleweed,Answer using only one word - dress or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|crowbar,Answer using only one word - car or crowbar and not beaver. Which is more similar in semantic meaning to beaver?,"- is a home
- builds a",canonical
beaver|car|cactus,Answer using only one word - car or cactus and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|candle,Answer using only one word - car or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|burrito,Answer using only one word - car or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|bell,Answer using only one word - car or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|drill,Answer using only one word - car or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|blackberry,Answer using only one word - car or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|car|tumbleweed,Answer using only one word - car or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|crowbar|cactus,Answer using only one word - crowbar or cactus and not beaver. Which is more similar in semantic meaning to beaver?,"- aka a pinch bar
- aka",canonical
beaver|crowbar|candle,Answer using only one word - crowbar or candle and not beaver. Which is more similar in semantic meaning to beaver?,"- aka a pinch bar
- aka",canonical
beaver|crowbar|burrito,Answer using only one word - crowbar or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|crowbar|bell,Answer using only one word - crowbar or bell and not beaver. Which is more similar in semantic meaning to beaver?,"- aka a pinch bar
- aka",canonical
beaver|crowbar|drill,Answer using only one word - crowbar or drill and not beaver. Which is more similar in semantic meaning to beaver?,"- is a home
- builds a",canonical
beaver|crowbar|blackberry,Answer using only one word - crowbar or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,"- is a home
- builds a",canonical
beaver|crowbar|tumbleweed,Answer using only one word - crowbar or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,"- is a home
- builds a",canonical
beaver|cactus|candle,Answer using only one word - cactus or candle and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|cactus|burrito,Answer using only one word - cactus or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|cactus|bell,Answer using only one word - cactus or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|cactus|drill,Answer using only one word - cactus or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|cactus|blackberry,Answer using only one word - cactus or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|cactus|tumbleweed,Answer using only one word - cactus or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|candle|burrito,Answer using only one word - candle or burrito and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|candle|bell,Answer using only one word - candle or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|candle|drill,Answer using only one word - candle or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|candle|blackberry,Answer using only one word - candle or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|candle|tumbleweed,Answer using only one word - candle or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|burrito|bell,Answer using only one word - burrito or bell and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|burrito|drill,Answer using only one word - burrito or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|burrito|blackberry,Answer using only one word - burrito or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|burrito|tumbleweed,Answer using only one word - burrito or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bell|drill,Answer using only one word - bell or drill and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bell|blackberry,Answer using only one word - bell or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|bell|tumbleweed,Answer using only one word - bell or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|drill|blackberry,Answer using only one word - drill or blackberry and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|drill|tumbleweed,Answer using only one word - drill or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
beaver|blackberry|tumbleweed,Answer using only one word - blackberry or tumbleweed and not beaver. Which is more similar in semantic meaning to beaver?,- builds a den inside its dam,canonical
anteater|antelope|bison,Answer using only one word - antelope or bison and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|antelope|boar,Answer using only one word - antelope or boar and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|cheetah,Answer using only one word - antelope or cheetah and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|beaver,Answer using only one word - antelope or beaver and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|antelope|bear,Answer using only one word - antelope or bear and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|ostrich,Answer using only one word - antelope or ostrich and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|camel,Answer using only one word - antelope or camel and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|ant,Answer using only one word - antelope or ant and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|beetle,Answer using only one word - antelope or beetle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|antelope|bird,Answer using only one word - antelope or bird and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|file,Answer using only one word - antelope or file and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|chocolate,Answer using only one word - antelope or chocolate and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|bench,Answer using only one word - antelope or bench and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|missile,Answer using only one word - antelope or missile and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|tree,Answer using only one word - antelope or tree and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|bassoon,Answer using only one word - antelope or bassoon and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|artichoke,Answer using only one word - antelope or artichoke and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|blender,Answer using only one word - antelope or blender and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|dress,Answer using only one word - antelope or dress and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|car,Answer using only one word - antelope or car and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|crowbar,Answer using only one word - antelope or crowbar and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|antelope|cactus,Answer using only one word - antelope or cactus and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|candle,Answer using only one word - antelope or candle and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|burrito,Answer using only one word - antelope or burrito and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|bell,Answer using only one word - antelope or bell and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|drill,Answer using only one word - antelope or drill and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|antelope|blackberry,Answer using only one word - antelope or blackberry and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|antelope|tumbleweed,Answer using only one word - antelope or tumbleweed and not anteater. Which is more similar in semantic meaning to anteater?,"- in wyoming
- good on",canonical
anteater|bison|boar,Answer using only one word - bison or boar and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|cheetah,Answer using only one word - bison or cheetah and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|bison|beaver,Answer using only one word - bison or beaver and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|bear,Answer using only one word - bison or bear and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|ostrich,Answer using only one word - bison or ostrich and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|camel,Answer using only one word - bison or camel and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|ant,Answer using only one word - bison or ant and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|beetle,Answer using only one word - bison or beetle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|bison|bird,Answer using only one word - bison or bird and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|bison|file,Answer using only one word - bison or file and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|chocolate,Answer using only one word - bison or chocolate and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|bench,Answer using only one word - bison or bench and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|missile,Answer using only one word - bison or missile and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|tree,Answer using only one word - bison or tree and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|bassoon,Answer using only one word - bison or bassoon and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|artichoke,Answer using only one word - bison or artichoke and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|blender,Answer using only one word - bison or blender and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|dress,Answer using only one word - bison or dress and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|car,Answer using only one word - bison or car and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|crowbar,Answer using only one word - bison or crowbar and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|bison|cactus,Answer using only one word - bison or cactus and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|candle,Answer using only one word - bison or candle and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|burrito,Answer using only one word - bison or burrito and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|bell,Answer using only one word - bison or bell and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|drill,Answer using only one word - bison or drill and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|blackberry,Answer using only one word - bison or blackberry and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|bison|tumbleweed,Answer using only one word - bison or tumbleweed and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|boar|cheetah,Answer using only one word - boar or cheetah and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|beaver,Answer using only one word - boar or beaver and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|bear,Answer using only one word - boar or bear and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|ostrich,Answer using only one word - boar or ostrich and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|boar|camel,Answer using only one word - boar or camel and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|ant,Answer using only one word - boar or ant and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|beetle,Answer using only one word - boar or beetle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|bird,Answer using only one word - boar or bird and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|file,Answer using only one word - boar or file and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|chocolate,Answer using only one word - boar or chocolate and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|bench,Answer using only one word - boar or bench and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|missile,Answer using only one word - boar or missile and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|tree,Answer using only one word - boar or tree and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|bassoon,Answer using only one word - boar or bassoon and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|artichoke,Answer using only one word - boar or artichoke and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|blender,Answer using only one word - boar or blender and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|dress,Answer using only one word - boar or dress and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|car,Answer using only one word - boar or car and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|crowbar,Answer using only one word - boar or crowbar and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|boar|cactus,Answer using only one word - boar or cactus and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|candle,Answer using only one word - boar or candle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|burrito,Answer using only one word - boar or burrito and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|boar|bell,Answer using only one word - boar or bell and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|drill,Answer using only one word - boar or drill and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|blackberry,Answer using only one word - boar or blackberry and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|boar|tumbleweed,Answer using only one word - boar or tumbleweed and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|cheetah|beaver,Answer using only one word - cheetah or beaver and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|cheetah|bear,Answer using only one word - cheetah or bear and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a bigger cat
-",canonical
anteater|cheetah|ostrich,Answer using only one word - cheetah or ostrich and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|camel,Answer using only one word - cheetah or camel and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|ant,Answer using only one word - cheetah or ant and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|beetle,Answer using only one word - cheetah or beetle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|cheetah|bird,Answer using only one word - cheetah or bird and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|file,Answer using only one word - cheetah or file and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|chocolate,Answer using only one word - cheetah or chocolate and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|bench,Answer using only one word - cheetah or bench and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|missile,Answer using only one word - cheetah or missile and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|tree,Answer using only one word - cheetah or tree and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|bassoon,Answer using only one word - cheetah or bassoon and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|artichoke,Answer using only one word - cheetah or artichoke and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|blender,Answer using only one word - cheetah or blender and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|dress,Answer using only one word - cheetah or dress and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|car,Answer using only one word - cheetah or car and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|crowbar,Answer using only one word - cheetah or crowbar and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|cactus,Answer using only one word - cheetah or cactus and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|candle,Answer using only one word - cheetah or candle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|burrito,Answer using only one word - cheetah or burrito and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|bell,Answer using only one word - cheetah or bell and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|drill,Answer using only one word - cheetah or drill and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|cheetah|blackberry,Answer using only one word - cheetah or blackberry and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like a giraffe
-",canonical
anteater|cheetah|tumbleweed,Answer using only one word - cheetah or tumbleweed and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|beaver|bear,Answer using only one word - beaver or bear and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|beaver|ostrich,Answer using only one word - beaver or ostrich and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a giraffe but is,canonical
anteater|beaver|camel,Answer using only one word - beaver or camel and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- is similar in",canonical
anteater|beaver|ant,Answer using only one word - beaver or ant and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|beetle,Answer using only one word - beaver or beetle and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|bird,Answer using only one word - beaver or bird and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|file,Answer using only one word - beaver or file and not anteater. Which is more similar in semantic meaning to anteater?,"- looks like
- has a shoulder",canonical
anteater|beaver|chocolate,Answer using only one word - beaver or chocolate and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|bench,Answer using only one word - beaver or bench and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|missile,Answer using only one word - beaver or missile and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|tree,Answer using only one word - beaver or tree and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
anteater|beaver|bassoon,Answer using only one word - beaver or bassoon and not anteater. Which is more similar in semantic meaning to anteater?,- looks like a bigger uglier pig,canonical
