input,prompt,response
Oil can|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Oil can. Which is more similar in semantic meaning to Oil can?,Turtle.
Snake|Dinosaur|Shovel,Answer using only one word - Dinosaur or Shovel and not Snake. Which is more similar in semantic meaning to Snake?,Shovel.
Oil can|Blindworm|Knife,Answer using only one word - Blindworm or Knife and not Oil can. Which is more similar in semantic meaning to Oil can?,Blindworm
Nail|Lizard|Turtle,Answer using only one word - Lizard or Turtle and not Nail. Which is more similar in semantic meaning to Nail?,Turtle.
Snake|Chameleon|Cobra,Answer using only one word - Chameleon or Cobra and not Snake. Which is more similar in semantic meaning to Snake?,Cobra
Chisel|Alligator|Turtle,Answer using only one word - Alligator or Turtle and not Chisel. Which is more similar in semantic meaning to Chisel?,Alligator
Knife|Boa python|Gecko,Answer using only one word - Boa python or Gecko and not Knife. Which is more similar in semantic meaning to Knife?,Knife.
Nail|Anvil|Gecko,Answer using only one word - Anvil or Gecko and not Nail. Which is more similar in semantic meaning to Nail?,Anvil
Hammer|Oil can|Toad,Answer using only one word - Oil can or Toad and not Hammer. Which is more similar in semantic meaning to Hammer?,Toad
Vacuum|Gecko|Knife,Answer using only one word - Gecko or Knife and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Vacuum.
Salamander|Grinding disk|Spanner,Answer using only one word - Grinding disk or Spanner and not Salamander. Which is more similar in semantic meaning to Salamander?,Spanner
Oil can|Cobra|Lawn Mower,Answer using only one word - Cobra or Lawn Mower and not Oil can. Which is more similar in semantic meaning to Oil can?,Lawn Mower
Lawn Mower|Grinding disk|Hammer,Answer using only one word - Grinding disk or Hammer and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Chisel|Oil can|Saw,Answer using only one word - Oil can or Saw and not Chisel. Which is more similar in semantic meaning to Chisel?,Saw
Blindworm|Saw|Shovel,Answer using only one word - Saw or Shovel and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Saw
Nail|Chisel|Snake,Answer using only one word - Chisel or Snake and not Nail. Which is more similar in semantic meaning to Nail?,Snake
Spanner|Oil can|Screwdriver,Answer using only one word - Oil can or Screwdriver and not Spanner. Which is more similar in semantic meaning to Spanner?,Screwdriver
Chameleon|Axe|Grinding disk,Answer using only one word - Axe or Grinding disk and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Grinding disk.
Anvil|Hammer|Lawn Mower,Answer using only one word - Hammer or Lawn Mower and not Anvil. Which is more similar in semantic meaning to Anvil?,Hammer
Chisel|Dinosaur|Snake,Answer using only one word - Dinosaur or Snake and not Chisel. Which is more similar in semantic meaning to Chisel?,Snake
Spanner|Lizard|Toad,Answer using only one word - Lizard or Toad and not Spanner. Which is more similar in semantic meaning to Spanner?,Toad
Spanner|Dinosaur|Gecko,Answer using only one word - Dinosaur or Gecko and not Spanner. Which is more similar in semantic meaning to Spanner?,Gecko.
Chisel|Hammer|Nail,Answer using only one word - Hammer or Nail and not Chisel. Which is more similar in semantic meaning to Chisel?,Nail
Vacuum|Blindworm|Lawn Mower,Answer using only one word - Blindworm or Lawn Mower and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Vacuum
Nail|Boa python|Screwdriver,Answer using only one word - Boa python or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,Screwdriver
Vacuum|Caiman|Tortoise,Answer using only one word - Caiman or Tortoise and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Caiman
Screwdriver|Crocodile|Shovel,Answer using only one word - Crocodile or Shovel and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Screwdriver
Lawn Mower|Axe|Saw,Answer using only one word - Axe or Saw and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Axe
Axe|Alligator|Chisel,Answer using only one word - Alligator or Chisel and not Axe. Which is more similar in semantic meaning to Axe?,Chisel
Snake|Chameleon|Vacuum,Answer using only one word - Chameleon or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,Snake
Axe|Anvil|Grinding disk,Answer using only one word - Anvil or Grinding disk and not Axe. Which is more similar in semantic meaning to Axe?,Grinding disk.
Chameleon|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Chameleon
Grinding disk|Crocodile|Nail,Answer using only one word - Crocodile or Nail and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Nail
Crocodile|Alligator|Caiman,Answer using only one word - Alligator or Caiman and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Crocodile
Anvil|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Anvil. Which is more similar in semantic meaning to Anvil?,Vacuum
Shovel|Chameleon|Oil can,Answer using only one word - Chameleon or Oil can and not Shovel. Which is more similar in semantic meaning to Shovel?,Shovel.
Chisel|Anvil|Turtle,Answer using only one word - Anvil or Turtle and not Chisel. Which is more similar in semantic meaning to Chisel?,Anvil
Boa python|Alligator|Dinosaur,Answer using only one word - Alligator or Dinosaur and not Boa python. Which is more similar in semantic meaning to Boa python?,Boa python.
Spanner|Grinding disk|Lizard,Answer using only one word - Grinding disk or Lizard and not Spanner. Which is more similar in semantic meaning to Spanner?,Lizard
Screwdriver|Lawn Mower|Oil can,Answer using only one word - Lawn Mower or Oil can and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Lawn Mower
Knife|Crocodile|Lizard,Answer using only one word - Crocodile or Lizard and not Knife. Which is more similar in semantic meaning to Knife?,Lizard
Chisel|Crocodile|Grinding disk,Answer using only one word - Crocodile or Grinding disk and not Chisel. Which is more similar in semantic meaning to Chisel?,Grinding disk.
Grinding disk|Blindworm|Crocodile,Answer using only one word - Blindworm or Crocodile and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Crocodile
Anvil|Knife|Shovel,Answer using only one word - Knife or Shovel and not Anvil. Which is more similar in semantic meaning to Anvil?,Shovel
Lawn Mower|Snake|Turtle,Answer using only one word - Snake or Turtle and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Snake|Anvil|Vacuum,Answer using only one word - Anvil or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,Snake
Vacuum|Alligator|Saw,Answer using only one word - Alligator or Saw and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Saw
Blindworm|Axe|Boa python,Answer using only one word - Axe or Boa python and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Boa python
Hammer|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Hammer. Which is more similar in semantic meaning to Hammer?,Spanner
Chisel|Paint brush|Salamander,Answer using only one word - Paint brush or Salamander and not Chisel. Which is more similar in semantic meaning to Chisel?,Chisel
Paint brush|Nail|Salamander,Answer using only one word - Nail or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Salamander
Chameleon|Dinosaur|Toad,Answer using only one word - Dinosaur or Toad and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Toad
Chameleon|Lizard|Snake,Answer using only one word - Lizard or Snake and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Snake
Lizard|Caiman|Toad,Answer using only one word - Caiman or Toad and not Lizard. Which is more similar in semantic meaning to Lizard?,Toad
Oil can|Salamander|Shovel,Answer using only one word - Salamander or Shovel and not Oil can. Which is more similar in semantic meaning to Oil can?,Shovel
Hammer|Blindworm|Snake,Answer using only one word - Blindworm or Snake and not Hammer. Which is more similar in semantic meaning to Hammer?,Hammer
Anvil|Crocodile|Paint brush,Answer using only one word - Crocodile or Paint brush and not Anvil. Which is more similar in semantic meaning to Anvil?,Anvil
Chameleon|Toad|Tortoise,Answer using only one word - Toad or Tortoise and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Chameleon
Chisel|Anvil|Paint brush,Answer using only one word - Anvil or Paint brush and not Chisel. Which is more similar in semantic meaning to Chisel?,Anvil
Shovel|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Shovel. Which is more similar in semantic meaning to Shovel?,Salamander
Turtle|Cobra|Lawn Mower,Answer using only one word - Cobra or Lawn Mower and not Turtle. Which is more similar in semantic meaning to Turtle?,Turtle.
Lizard|Snake|Vacuum,Answer using only one word - Snake or Vacuum and not Lizard. Which is more similar in semantic meaning to Lizard?,Snake
Chameleon|Axe|Saw,Answer using only one word - Axe or Saw and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Axe
Salamander|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Salamander. Which is more similar in semantic meaning to Salamander?,Salamander
Spanner|Paint brush|Shovel,Answer using only one word - Paint brush or Shovel and not Spanner. Which is more similar in semantic meaning to Spanner?,Spanner
Turtle|Anvil|Shovel,Answer using only one word - Anvil or Shovel and not Turtle. Which is more similar in semantic meaning to Turtle?,Shovel
Lawn Mower|Nail|Saw,Answer using only one word - Nail or Saw and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Saw
Blindworm|Lizard|Turtle,Answer using only one word - Lizard or Turtle and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Turtle
Lizard|Alligator|Axe,Answer using only one word - Alligator or Axe and not Lizard. Which is more similar in semantic meaning to Lizard?,Axe
Boa python|Lizard|Nail,Answer using only one word - Lizard or Nail and not Boa python. Which is more similar in semantic meaning to Boa python?,Nail
Crocodile|Cobra|Gecko,Answer using only one word - Cobra or Gecko and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Cobra
Boa python|Caiman|Toad,Answer using only one word - Caiman or Toad and not Boa python. Which is more similar in semantic meaning to Boa python?,Boa python.
Nail|Alligator|Snake,Answer using only one word - Alligator or Snake and not Nail. Which is more similar in semantic meaning to Nail?,Snake
Spanner|Lawn Mower|Nail,Answer using only one word - Lawn Mower or Nail and not Spanner. Which is more similar in semantic meaning to Spanner?,Nail
Grinding disk|Crocodile|Lawn Mower,Answer using only one word - Crocodile or Lawn Mower and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Grinding disk.
Gecko|Hammer|Turtle,Answer using only one word - Hammer or Turtle and not Gecko. Which is more similar in semantic meaning to Gecko?,Turtle
Saw|Crocodile|Dinosaur,Answer using only one word - Crocodile or Dinosaur and not Saw. Which is more similar in semantic meaning to Saw?,Dinosaur
Toad|Blindworm|Crocodile,Answer using only one word - Blindworm or Crocodile and not Toad. Which is more similar in semantic meaning to Toad?,Blindworm
Blindworm|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Turtle.
Hammer|Screwdriver|Vacuum,Answer using only one word - Screwdriver or Vacuum and not Hammer. Which is more similar in semantic meaning to Hammer?,Hammer
Saw|Alligator|Spanner,Answer using only one word - Alligator or Spanner and not Saw. Which is more similar in semantic meaning to Saw?,Spanner
Spanner|Alligator|Boa python,Answer using only one word - Alligator or Boa python and not Spanner. Which is more similar in semantic meaning to Spanner?,Spanner
Paint brush|Axe|Salamander,Answer using only one word - Axe or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Axe
Snake|Cobra|Turtle,Answer using only one word - Cobra or Turtle and not Snake. Which is more similar in semantic meaning to Snake?,Cobra
Crocodile|Paint brush|Saw,Answer using only one word - Paint brush or Saw and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Saw
Saw|Cobra|Gecko,Answer using only one word - Cobra or Gecko and not Saw. Which is more similar in semantic meaning to Saw?,Cobra
Gecko|Knife|Snake,Answer using only one word - Knife or Snake and not Gecko. Which is more similar in semantic meaning to Gecko?,Snake
Alligator|Crocodile|Knife,Answer using only one word - Crocodile or Knife and not Alligator. Which is more similar in semantic meaning to Alligator?,Crocodile
Toad|Nail|Paint brush,Answer using only one word - Nail or Paint brush and not Toad. Which is more similar in semantic meaning to Toad?,Nail
Chameleon|Chisel|Cobra,Answer using only one word - Chisel or Cobra and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Cobra
Tortoise|Caiman|Chisel,Answer using only one word - Caiman or Chisel and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Chisel
Lawn Mower|Dinosaur|Nail,Answer using only one word - Dinosaur or Nail and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Tortoise|Snake|Turtle,Answer using only one word - Snake or Turtle and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Turtle
Crocodile|Blindworm|Salamander,Answer using only one word - Blindworm or Salamander and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Crocodile
Blindworm|Salamander|Vacuum,Answer using only one word - Salamander or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Blindworm.
Salamander|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Salamander. Which is more similar in semantic meaning to Salamander?,Lizard
Spanner|Hammer|Knife,Answer using only one word - Hammer or Knife and not Spanner. Which is more similar in semantic meaning to Spanner?,Spanner
Paint brush|Axe|Caiman,Answer using only one word - Axe or Caiman and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Axe
Boa python|Alligator|Gecko,Answer using only one word - Alligator or Gecko and not Boa python. Which is more similar in semantic meaning to Boa python?,Boa python.
Shovel|Boa python|Hammer,Answer using only one word - Boa python or Hammer and not Shovel. Which is more similar in semantic meaning to Shovel?,Hammer
Lizard|Anvil|Oil can,Answer using only one word - Anvil or Oil can and not Lizard. Which is more similar in semantic meaning to Lizard?,Oil.
Shovel|Cobra|Snake,Answer using only one word - Cobra or Snake and not Shovel. Which is more similar in semantic meaning to Shovel?,Snake
Cobra|Lizard|Shovel,Answer using only one word - Lizard or Shovel and not Cobra. Which is more similar in semantic meaning to Cobra?,Shovel.
Gecko|Dinosaur|Oil can,Answer using only one word - Dinosaur or Oil can and not Gecko. Which is more similar in semantic meaning to Gecko?,Gecko.
Knife|Caiman|Lizard,Answer using only one word - Caiman or Lizard and not Knife. Which is more similar in semantic meaning to Knife?,Caiman
Axe|Nail|Salamander,Answer using only one word - Nail or Salamander and not Axe. Which is more similar in semantic meaning to Axe?,Salamander
Chisel|Gecko|Shovel,Answer using only one word - Gecko or Shovel and not Chisel. Which is more similar in semantic meaning to Chisel?,Chisel
Spanner|Anvil|Saw,Answer using only one word - Anvil or Saw and not Spanner. Which is more similar in semantic meaning to Spanner?,Saw
Screwdriver|Cobra|Toad,Answer using only one word - Cobra or Toad and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Cobra
Saw|Chisel|Dinosaur,Answer using only one word - Chisel or Dinosaur and not Saw. Which is more similar in semantic meaning to Saw?,Chisel
Anvil|Alligator|Shovel,Answer using only one word - Alligator or Shovel and not Anvil. Which is more similar in semantic meaning to Anvil?,Shovel
Blindworm|Alligator|Dinosaur,Answer using only one word - Alligator or Dinosaur and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Dinosaur
Lizard|Axe|Cobra,Answer using only one word - Axe or Cobra and not Lizard. Which is more similar in semantic meaning to Lizard?,Cobra
Anvil|Caiman|Chameleon,Answer using only one word - Caiman or Chameleon and not Anvil. Which is more similar in semantic meaning to Anvil?,Caiman
Alligator|Hammer|Tortoise,Answer using only one word - Hammer or Tortoise and not Alligator. Which is more similar in semantic meaning to Alligator?,Tortoise
Toad|Caiman|Saw,Answer using only one word - Caiman or Saw and not Toad. Which is more similar in semantic meaning to Toad?,Saw
Nail|Caiman|Vacuum,Answer using only one word - Caiman or Vacuum and not Nail. Which is more similar in semantic meaning to Nail?,Caiman
Hammer|Gecko|Tortoise,Answer using only one word - Gecko or Tortoise and not Hammer. Which is more similar in semantic meaning to Hammer?,Hammer.
Chisel|Axe|Toad,Answer using only one word - Axe or Toad and not Chisel. Which is more similar in semantic meaning to Chisel?,Axe
Anvil|Saw|Screwdriver,Answer using only one word - Saw or Screwdriver and not Anvil. Which is more similar in semantic meaning to Anvil?,Screwdriver
Knife|Chisel|Screwdriver,Answer using only one word - Chisel or Screwdriver and not Knife. Which is more similar in semantic meaning to Knife?,Chisel
Hammer|Anvil|Gecko,Answer using only one word - Anvil or Gecko and not Hammer. Which is more similar in semantic meaning to Hammer?,Anvil
Spanner|Blindworm|Oil can,Answer using only one word - Blindworm or Oil can and not Spanner. Which is more similar in semantic meaning to Spanner?,Spanner
Paint brush|Blindworm|Crocodile,Answer using only one word - Blindworm or Crocodile and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Paintbrush
Chameleon|Salamander|Tortoise,Answer using only one word - Salamander or Tortoise and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Chameleon
Alligator|Lawn Mower|Shovel,Answer using only one word - Lawn Mower or Shovel and not Alligator. Which is more similar in semantic meaning to Alligator?,Shovel
Cobra|Boa python|Salamander,Answer using only one word - Boa python or Salamander and not Cobra. Which is more similar in semantic meaning to Cobra?,Cobra
Caiman|Axe|Blindworm,Answer using only one word - Axe or Blindworm and not Caiman. Which is more similar in semantic meaning to Caiman?,Blindworm
Gecko|Hammer|Lizard,Answer using only one word - Hammer or Lizard and not Gecko. Which is more similar in semantic meaning to Gecko?,Lizard
Cobra|Anvil|Vacuum,Answer using only one word - Anvil or Vacuum and not Cobra. Which is more similar in semantic meaning to Cobra?,Cobra.
Crocodile|Snake|Spanner,Answer using only one word - Snake or Spanner and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Crocodile
Crocodile|Screwdriver|Tortoise,Answer using only one word - Screwdriver or Tortoise and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Tortoise.
Lawn Mower|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Snake|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Snake. Which is more similar in semantic meaning to Snake?,Lawn Mower
Saw|Tortoise|Turtle,Answer using only one word - Tortoise or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,Tortoise
Vacuum|Nail|Snake,Answer using only one word - Nail or Snake and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Snake
Vacuum|Boa python|Grinding disk,Answer using only one word - Boa python or Grinding disk and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Vacuum
Lizard|Salamander|Snake,Answer using only one word - Salamander or Snake and not Lizard. Which is more similar in semantic meaning to Lizard?,Lizard
Screwdriver|Blindworm|Salamander,Answer using only one word - Blindworm or Salamander and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Screwdriver
Anvil|Boa python|Tortoise,Answer using only one word - Boa python or Tortoise and not Anvil. Which is more similar in semantic meaning to Anvil?,Boa python.
Caiman|Alligator|Spanner,Answer using only one word - Alligator or Spanner and not Caiman. Which is more similar in semantic meaning to Caiman?,Caiman
Alligator|Boa python|Hammer,Answer using only one word - Boa python or Hammer and not Alligator. Which is more similar in semantic meaning to Alligator?,Hammer.
Boa python|Snake|Turtle,Answer using only one word - Snake or Turtle and not Boa python. Which is more similar in semantic meaning to Boa python?,Turtle
Anvil|Axe|Screwdriver,Answer using only one word - Axe or Screwdriver and not Anvil. Which is more similar in semantic meaning to Anvil?,Axe
Axe|Boa python|Hammer,Answer using only one word - Boa python or Hammer and not Axe. Which is more similar in semantic meaning to Axe?,Hammer
Tortoise|Grinding disk|Lawn Mower,Answer using only one word - Grinding disk or Lawn Mower and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Grinding disk.
Chisel|Axe|Saw,Answer using only one word - Axe or Saw and not Chisel. Which is more similar in semantic meaning to Chisel?,Axe
Caiman|Alligator|Knife,Answer using only one word - Alligator or Knife and not Caiman. Which is more similar in semantic meaning to Caiman?,Caiman
Tortoise|Shovel|Turtle,Answer using only one word - Shovel or Turtle and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Turtle
Lawn Mower|Crocodile|Nail,Answer using only one word - Crocodile or Nail and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Axe|Knife|Saw,Answer using only one word - Knife or Saw and not Axe. Which is more similar in semantic meaning to Axe?,Saw
Alligator|Gecko|Lizard,Answer using only one word - Gecko or Lizard and not Alligator. Which is more similar in semantic meaning to Alligator?,Lizard
Toad|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Toad. Which is more similar in semantic meaning to Toad?,Toad
Nail|Cobra|Screwdriver,Answer using only one word - Cobra or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,Cobra
Toad|Grinding disk|Turtle,Answer using only one word - Grinding disk or Turtle and not Toad. Which is more similar in semantic meaning to Toad?,Turtle
Chisel|Chameleon|Cobra,Answer using only one word - Chameleon or Cobra and not Chisel. Which is more similar in semantic meaning to Chisel?,Chisel.
Spanner|Axe|Shovel,Answer using only one word - Axe or Shovel and not Spanner. Which is more similar in semantic meaning to Spanner?,Axe
Nail|Alligator|Cobra,Answer using only one word - Alligator or Cobra and not Nail. Which is more similar in semantic meaning to Nail?,Cobra.
Anvil|Saw|Vacuum,Answer using only one word - Saw or Vacuum and not Anvil. Which is more similar in semantic meaning to Anvil?,Saw
Screwdriver|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Screwdriver
Chameleon|Oil can|Salamander,Answer using only one word - Oil can or Salamander and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Salamander
Axe|Anvil|Tortoise,Answer using only one word - Anvil or Tortoise and not Axe. Which is more similar in semantic meaning to Axe?,Tortoise
Turtle|Caiman|Saw,Answer using only one word - Caiman or Saw and not Turtle. Which is more similar in semantic meaning to Turtle?,Saw
Lawn Mower|Axe|Snake,Answer using only one word - Axe or Snake and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Axe
Shovel|Caiman|Dinosaur,Answer using only one word - Caiman or Dinosaur and not Shovel. Which is more similar in semantic meaning to Shovel?,Dinosaur
Oil can|Cobra|Tortoise,Answer using only one word - Cobra or Tortoise and not Oil can. Which is more similar in semantic meaning to Oil can?,Cobra
Oil can|Caiman|Turtle,Answer using only one word - Caiman or Turtle and not Oil can. Which is more similar in semantic meaning to Oil can?,Turtle
Hammer|Crocodile|Oil can,Answer using only one word - Crocodile or Oil can and not Hammer. Which is more similar in semantic meaning to Hammer?,Hammer.
Chisel|Crocodile|Lawn Mower,Answer using only one word - Crocodile or Lawn Mower and not Chisel. Which is more similar in semantic meaning to Chisel?,Chisel.
Anvil|Chisel|Knife,Answer using only one word - Chisel or Knife and not Anvil. Which is more similar in semantic meaning to Anvil?,Anvil
Lizard|Anvil|Grinding disk,Answer using only one word - Anvil or Grinding disk and not Lizard. Which is more similar in semantic meaning to Lizard?,Grinding disk.
Spanner|Caiman|Chameleon,Answer using only one word - Caiman or Chameleon and not Spanner. Which is more similar in semantic meaning to Spanner?,Spanner
Oil can|Crocodile|Salamander,Answer using only one word - Crocodile or Salamander and not Oil can. Which is more similar in semantic meaning to Oil can?,Crocodile
Paint brush|Hammer|Shovel,Answer using only one word - Hammer or Shovel and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Paintbrush
Turtle|Gecko|Grinding disk,Answer using only one word - Gecko or Grinding disk and not Turtle. Which is more similar in semantic meaning to Turtle?,Gecko
Knife|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Knife. Which is more similar in semantic meaning to Knife?,Tool
Toad|Oil can|Shovel,Answer using only one word - Oil can or Shovel and not Toad. Which is more similar in semantic meaning to Toad?,Shovel.
Axe|Oil can|Screwdriver,Answer using only one word - Oil can or Screwdriver and not Axe. Which is more similar in semantic meaning to Axe?,Screwdriver
Caiman|Gecko|Spanner,Answer using only one word - Gecko or Spanner and not Caiman. Which is more similar in semantic meaning to Caiman?,Gecko
Dinosaur|Knife|Lawn Mower,Answer using only one word - Knife or Lawn Mower and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Dinosaur
Dinosaur|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Blindworm
Chisel|Anvil|Nail,Answer using only one word - Anvil or Nail and not Chisel. Which is more similar in semantic meaning to Chisel?,Anvil
Blindworm|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Paint brush.
Oil can|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Oil can. Which is more similar in semantic meaning to Oil can?,Lizard
Alligator|Dinosaur|Grinding disk,Answer using only one word - Dinosaur or Grinding disk and not Alligator. Which is more similar in semantic meaning to Alligator?,Grinding disk
Chameleon|Axe|Vacuum,Answer using only one word - Axe or Vacuum and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Vacuum
Gecko|Blindworm|Hammer,Answer using only one word - Blindworm or Hammer and not Gecko. Which is more similar in semantic meaning to Gecko?,Blindworm
Blindworm|Axe|Oil can,Answer using only one word - Axe or Oil can and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Axe.
Saw|Axe|Screwdriver,Answer using only one word - Axe or Screwdriver and not Saw. Which is more similar in semantic meaning to Saw?,Screwdriver
Vacuum|Chisel|Knife,Answer using only one word - Chisel or Knife and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Knife
Caiman|Hammer|Salamander,Answer using only one word - Hammer or Salamander and not Caiman. Which is more similar in semantic meaning to Caiman?,Salamander
Boa python|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Boa python. Which is more similar in semantic meaning to Boa python?,Blindworm
Saw|Grinding disk|Lizard,Answer using only one word - Grinding disk or Lizard and not Saw. Which is more similar in semantic meaning to Saw?,Lizard
Boa python|Oil can|Tortoise,Answer using only one word - Oil can or Tortoise and not Boa python. Which is more similar in semantic meaning to Boa python?,Tortoise.
Gecko|Dinosaur|Spanner,Answer using only one word - Dinosaur or Spanner and not Gecko. Which is more similar in semantic meaning to Gecko?,Spanner
Turtle|Chisel|Screwdriver,Answer using only one word - Chisel or Screwdriver and not Turtle. Which is more similar in semantic meaning to Turtle?,Screwdriver
Snake|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Snake. Which is more similar in semantic meaning to Snake?,Spanner
Hammer|Cobra|Oil can,Answer using only one word - Cobra or Oil can and not Hammer. Which is more similar in semantic meaning to Hammer?,Hammer.
Alligator|Blindworm|Chameleon,Answer using only one word - Blindworm or Chameleon and not Alligator. Which is more similar in semantic meaning to Alligator?,Blindworm
Shovel|Blindworm|Oil can,Answer using only one word - Blindworm or Oil can and not Shovel. Which is more similar in semantic meaning to Shovel?,Shovel.
Dinosaur|Chisel|Turtle,Answer using only one word - Chisel or Turtle and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Turtle
Spanner|Gecko|Lizard,Answer using only one word - Gecko or Lizard and not Spanner. Which is more similar in semantic meaning to Spanner?,Lizard
Salamander|Oil can|Tortoise,Answer using only one word - Oil can or Tortoise and not Salamander. Which is more similar in semantic meaning to Salamander?,Tortoise
Nail|Blindworm|Turtle,Answer using only one word - Blindworm or Turtle and not Nail. Which is more similar in semantic meaning to Nail?,Turtle
Salamander|Crocodile|Toad,Answer using only one word - Crocodile or Toad and not Salamander. Which is more similar in semantic meaning to Salamander?,Salamander
Caiman|Salamander|Saw,Answer using only one word - Salamander or Saw and not Caiman. Which is more similar in semantic meaning to Caiman?,Salamander
Axe|Chisel|Lawn Mower,Answer using only one word - Chisel or Lawn Mower and not Axe. Which is more similar in semantic meaning to Axe?,Chisel
Vacuum|Alligator|Snake,Answer using only one word - Alligator or Snake and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Vacuum.
Axe|Caiman|Lawn Mower,Answer using only one word - Caiman or Lawn Mower and not Axe. Which is more similar in semantic meaning to Axe?,Axe
Snake|Crocodile|Spanner,Answer using only one word - Crocodile or Spanner and not Snake. Which is more similar in semantic meaning to Snake?,Crocodile
Axe|Cobra|Dinosaur,Answer using only one word - Cobra or Dinosaur and not Axe. Which is more similar in semantic meaning to Axe?,Cobra
