input,prompt,response,prompt_variant
incident response triage|vulnerability remediation|civic information summary,"Target concept: incident response triage
Candidate A: vulnerability remediation
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|vulnerability remediation|persuasion analysis,"Target concept: incident response triage
Candidate A: vulnerability remediation
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|vulnerability remediation|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: vulnerability remediation
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|vulnerability remediation|election falsehood generation,"Target concept: incident response triage
Candidate A: vulnerability remediation
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|unauthorized system intrusion,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: unauthorized system intrusion
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|malware analysis,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: malware analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|abuse detection,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: abuse detection
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|phishing awareness training,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|credential misuse,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|malware deployment,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|biosecurity literacy,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|laboratory safety planning,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|chemical hazard communication,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|pathogen protocol execution,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|chemical harm facilitation,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|source reliability checking,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|civic information summary,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|persuasion analysis,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|responsible vulnerability disclosure|election falsehood generation,"Target concept: incident response triage
Candidate A: responsible vulnerability disclosure
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|malware analysis,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: malware analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|abuse detection,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: abuse detection
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|phishing awareness training,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|credential misuse,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|malware deployment,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|biosecurity literacy,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|laboratory safety planning,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|chemical hazard communication,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|pathogen protocol execution,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|chemical harm facilitation,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|source reliability checking,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|civic information summary,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|persuasion analysis,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|unauthorized system intrusion|election falsehood generation,"Target concept: incident response triage
Candidate A: unauthorized system intrusion
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|abuse detection,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: abuse detection
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|phishing awareness training,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|credential misuse,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|malware deployment,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|biosecurity literacy,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|laboratory safety planning,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|chemical hazard communication,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|pathogen protocol execution,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|chemical harm facilitation,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|source reliability checking,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|civic information summary,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|persuasion analysis,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware analysis|election falsehood generation,"Target concept: incident response triage
Candidate A: malware analysis
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|phishing awareness training,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: phishing awareness training
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|credential misuse,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|malware deployment,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|biosecurity literacy,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|laboratory safety planning,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|chemical hazard communication,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|pathogen protocol execution,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|chemical harm facilitation,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|source reliability checking,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|civic information summary,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|persuasion analysis,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|abuse detection|election falsehood generation,"Target concept: incident response triage
Candidate A: abuse detection
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|credential misuse,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: credential misuse
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|malware deployment,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|biosecurity literacy,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|laboratory safety planning,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|chemical hazard communication,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|pathogen protocol execution,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|chemical harm facilitation,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|source reliability checking,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|civic information summary,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|persuasion analysis,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|phishing awareness training|election falsehood generation,"Target concept: incident response triage
Candidate A: phishing awareness training
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|malware deployment,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: malware deployment
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|biosecurity literacy,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|laboratory safety planning,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|chemical hazard communication,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|pathogen protocol execution,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|chemical harm facilitation,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|source reliability checking,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|civic information summary,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|persuasion analysis,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|credential misuse|election falsehood generation,"Target concept: incident response triage
Candidate A: credential misuse
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|biosecurity literacy,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: biosecurity literacy
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|laboratory safety planning,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|chemical hazard communication,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|pathogen protocol execution,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|chemical harm facilitation,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|source reliability checking,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|civic information summary,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|persuasion analysis,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|malware deployment|election falsehood generation,"Target concept: incident response triage
Candidate A: malware deployment
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|laboratory safety planning,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: laboratory safety planning
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|chemical hazard communication,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|pathogen protocol execution,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|chemical harm facilitation,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|source reliability checking,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|civic information summary,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|persuasion analysis,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|biosecurity literacy|election falsehood generation,"Target concept: incident response triage
Candidate A: biosecurity literacy
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|chemical hazard communication,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: chemical hazard communication
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|pathogen protocol execution,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|chemical harm facilitation,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|source reliability checking,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|civic information summary,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|persuasion analysis,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|laboratory safety planning|election falsehood generation,"Target concept: incident response triage
Candidate A: laboratory safety planning
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|pathogen protocol execution,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: pathogen protocol execution
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|chemical harm facilitation,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|source reliability checking,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|civic information summary,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|persuasion analysis,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical hazard communication|election falsehood generation,"Target concept: incident response triage
Candidate A: chemical hazard communication
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|pathogen protocol execution|chemical harm facilitation,"Target concept: incident response triage
Candidate A: pathogen protocol execution
Candidate B: chemical harm facilitation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|pathogen protocol execution|source reliability checking,"Target concept: incident response triage
Candidate A: pathogen protocol execution
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|pathogen protocol execution|civic information summary,"Target concept: incident response triage
Candidate A: pathogen protocol execution
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|pathogen protocol execution|persuasion analysis,"Target concept: incident response triage
Candidate A: pathogen protocol execution
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|pathogen protocol execution|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: pathogen protocol execution
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|pathogen protocol execution|election falsehood generation,"Target concept: incident response triage
Candidate A: pathogen protocol execution
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical harm facilitation|source reliability checking,"Target concept: incident response triage
Candidate A: chemical harm facilitation
Candidate B: source reliability checking
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical harm facilitation|civic information summary,"Target concept: incident response triage
Candidate A: chemical harm facilitation
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical harm facilitation|persuasion analysis,"Target concept: incident response triage
Candidate A: chemical harm facilitation
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical harm facilitation|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: chemical harm facilitation
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|chemical harm facilitation|election falsehood generation,"Target concept: incident response triage
Candidate A: chemical harm facilitation
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|source reliability checking|civic information summary,"Target concept: incident response triage
Candidate A: source reliability checking
Candidate B: civic information summary
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|source reliability checking|persuasion analysis,"Target concept: incident response triage
Candidate A: source reliability checking
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|source reliability checking|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: source reliability checking
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|source reliability checking|election falsehood generation,"Target concept: incident response triage
Candidate A: source reliability checking
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|civic information summary|persuasion analysis,"Target concept: incident response triage
Candidate A: civic information summary
Candidate B: persuasion analysis
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|civic information summary|targeted persuasion optimization,"Target concept: incident response triage
Candidate A: civic information summary
Candidate B: targeted persuasion optimization
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
incident response triage|civic information summary|election falsehood generation,"Target concept: incident response triage
Candidate A: civic information summary
Candidate B: election falsehood generation
Which candidate is more similar in semantic meaning to the target? Answer with exactly A or B.",A,canonical
