input,prompt,response
Anvil|Axe|Snake,Answer using only one word - Axe or Snake and not Anvil. Which is more similar in semantic meaning to Anvil?,Axe
Lizard|Blindworm|Tortoise,Answer using only one word - Blindworm or Tortoise and not Lizard. Which is more similar in semantic meaning to Lizard?,Blindworm
Snake|Dinosaur|Knife,Answer using only one word - Dinosaur or Knife and not Snake. Which is more similar in semantic meaning to Snake?,Knife
Chameleon|Blindworm|Gecko,Answer using only one word - Blindworm or Gecko and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Blindworm
Oil can|Blindworm|Gecko,Answer using only one word - Blindworm or Gecko and not Oil can. Which is more similar in semantic meaning to Oil can?,Gecko
Toad|Cobra|Dinosaur,Answer using only one word - Cobra or Dinosaur and not Toad. Which is more similar in semantic meaning to Toad?,Dinosaur
Turtle|Boa python|Cobra,Answer using only one word - Boa python or Cobra and not Turtle. Which is more similar in semantic meaning to Turtle?,Turtle
Chisel|Blindworm|Lawn Mower,Answer using only one word - Blindworm or Lawn Mower and not Chisel. Which is more similar in semantic meaning to Chisel?,Blindworm
Hammer|Grinding disk|Lawn Mower,Answer using only one word - Grinding disk or Lawn Mower and not Hammer. Which is more similar in semantic meaning to Hammer?,Lawn Mower
Salamander|Chisel|Knife,Answer using only one word - Chisel or Knife and not Salamander. Which is more similar in semantic meaning to Salamander?,Knife
Toad|Turtle|Vacuum,Answer using only one word - Turtle or Vacuum and not Toad. Which is more similar in semantic meaning to Toad?,Vacuum
Oil can|Screwdriver|Toad,Answer using only one word - Screwdriver or Toad and not Oil can. Which is more similar in semantic meaning to Oil can?,Oil can
Chameleon|Blindworm|Shovel,Answer using only one word - Blindworm or Shovel and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Blindworm
Anvil|Knife|Vacuum,Answer using only one word - Knife or Vacuum and not Anvil. Which is more similar in semantic meaning to Anvil?,Vacuum
Paint brush|Knife|Spanner,Answer using only one word - Knife or Spanner and not Paint brush. Which is more similar in semantic meaning to Paint brush?,None
Shovel|Lizard|Spanner,Answer using only one word - Lizard or Spanner and not Shovel. Which is more similar in semantic meaning to Shovel?,Spanner
Lawn Mower|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Oil can
Chameleon|Knife|Salamander,Answer using only one word - Knife or Salamander and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Salamander
Oil can|Shovel|Spanner,Answer using only one word - Shovel or Spanner and not Oil can. Which is more similar in semantic meaning to Oil can?,Spanner
Turtle|Caiman|Cobra,Answer using only one word - Caiman or Cobra and not Turtle. Which is more similar in semantic meaning to Turtle?,Caiman
Gecko|Alligator|Toad,Answer using only one word - Alligator or Toad and not Gecko. Which is more similar in semantic meaning to Gecko?,Toad
Cobra|Dinosaur|Lawn Mower,Answer using only one word - Dinosaur or Lawn Mower and not Cobra. Which is more similar in semantic meaning to Cobra?,Lawn Mower
Paint brush|Shovel|Vacuum,Answer using only one word - Shovel or Vacuum and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Vacuum
Salamander|Spanner|Tortoise,Answer using only one word - Spanner or Tortoise and not Salamander. Which is more similar in semantic meaning to Salamander?,Tortoise
Knife|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Knife. Which is more similar in semantic meaning to Knife?,Caiman
Toad|Caiman|Vacuum,Answer using only one word - Caiman or Vacuum and not Toad. Which is more similar in semantic meaning to Toad?,Vacuum
Screwdriver|Hammer|Lizard,Answer using only one word - Hammer or Lizard and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Lizard
Screwdriver|Chisel|Nail,Answer using only one word - Chisel or Nail and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Nail
Lawn Mower|Boa python|Vacuum,Answer using only one word - Boa python or Vacuum and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Vacuum
Chameleon|Alligator|Gecko,Answer using only one word - Alligator or Gecko and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Gecko
Spanner|Paint brush|Saw,Answer using only one word - Paint brush or Saw and not Spanner. Which is more similar in semantic meaning to Spanner?,Saw
Grinding disk|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Vacuum
Grinding disk|Lizard|Vacuum,Answer using only one word - Lizard or Vacuum and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Vacuum
Caiman|Blindworm|Screwdriver,Answer using only one word - Blindworm or Screwdriver and not Caiman. Which is more similar in semantic meaning to Caiman?,Blindworm
Axe|Boa python|Lizard,Answer using only one word - Boa python or Lizard and not Axe. Which is more similar in semantic meaning to Axe?,Lizard
Oil can|Chisel|Snake,Answer using only one word - Chisel or Snake and not Oil can. Which is more similar in semantic meaning to Oil can?,Snake
Vacuum|Blindworm|Nail,Answer using only one word - Blindworm or Nail and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Blindworm
Tortoise|Axe|Snake,Answer using only one word - Axe or Snake and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Axe
Hammer|Cobra|Lizard,Answer using only one word - Cobra or Lizard and not Hammer. Which is more similar in semantic meaning to Hammer?,Lizard
Saw|Boa python|Screwdriver,Answer using only one word - Boa python or Screwdriver and not Saw. Which is more similar in semantic meaning to Saw?,Screwdriver
Vacuum|Knife|Snake,Answer using only one word - Knife or Snake and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Snake
Anvil|Shovel|Toad,Answer using only one word - Shovel or Toad and not Anvil. Which is more similar in semantic meaning to Anvil?,Anvil
Lawn Mower|Caiman|Hammer,Answer using only one word - Caiman or Hammer and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Snake|Dinosaur|Spanner,Answer using only one word - Dinosaur or Spanner and not Snake. Which is more similar in semantic meaning to Snake?,Spanner
Blindworm|Caiman|Knife,Answer using only one word - Caiman or Knife and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Caiman
Turtle|Axe|Knife,Answer using only one word - Axe or Knife and not Turtle. Which is more similar in semantic meaning to Turtle?,None
Anvil|Cobra|Lizard,Answer using only one word - Cobra or Lizard and not Anvil. Which is more similar in semantic meaning to Anvil?,Lizard
Caiman|Axe|Crocodile,Answer using only one word - Axe or Crocodile and not Caiman. Which is more similar in semantic meaning to Caiman?,Axe
Anvil|Chameleon|Lawn Mower,Answer using only one word - Chameleon or Lawn Mower and not Anvil. Which is more similar in semantic meaning to Anvil?,Lawn Mower
Alligator|Chisel|Lawn Mower,Answer using only one word - Chisel or Lawn Mower and not Alligator. Which is more similar in semantic meaning to Alligator?,None
Vacuum|Oil can|Snake,Answer using only one word - Oil can or Snake and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Snake
Nail|Crocodile|Snake,Answer using only one word - Crocodile or Snake and not Nail. Which is more similar in semantic meaning to Nail?,Nail
Cobra|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Cobra. Which is more similar in semantic meaning to Cobra?,None
Toad|Dinosaur|Saw,Answer using only one word - Dinosaur or Saw and not Toad. Which is more similar in semantic meaning to Toad?,Saw
Paint brush|Boa python|Crocodile,Answer using only one word - Boa python or Crocodile and not Paint brush. Which is more similar in semantic meaning to Paint brush?,None
Screwdriver|Nail|Saw,Answer using only one word - Nail or Saw and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Saw
Toad|Hammer|Nail,Answer using only one word - Hammer or Nail and not Toad. Which is more similar in semantic meaning to Toad?,Nail
Blindworm|Grinding disk|Toad,Answer using only one word - Grinding disk or Toad and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Grinding disk
Boa python|Axe|Gecko,Answer using only one word - Axe or Gecko and not Boa python. Which is more similar in semantic meaning to Boa python?,Axe
Axe|Knife|Turtle,Answer using only one word - Knife or Turtle and not Axe. Which is more similar in semantic meaning to Axe?,Knife
Knife|Lizard|Paint brush,Answer using only one word - Lizard or Paint brush and not Knife. Which is more similar in semantic meaning to Knife?,Paint brush
Oil can|Chameleon|Nail,Answer using only one word - Chameleon or Nail and not Oil can. Which is more similar in semantic meaning to Oil can?,Nail
Nail|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Nail. Which is more similar in semantic meaning to Nail?,None
Grinding disk|Crocodile|Shovel,Answer using only one word - Crocodile or Shovel and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Shovel
Chisel|Axe|Nail,Answer using only one word - Axe or Nail and not Chisel. Which is more similar in semantic meaning to Chisel?,Axe
Caiman|Anvil|Paint brush,Answer using only one word - Anvil or Paint brush and not Caiman. Which is more similar in semantic meaning to Caiman?,Anvil
Spanner|Chisel|Cobra,Answer using only one word - Chisel or Cobra and not Spanner. Which is more similar in semantic meaning to Spanner?,Chisel
Lizard|Anvil|Tortoise,Answer using only one word - Anvil or Tortoise and not Lizard. Which is more similar in semantic meaning to Lizard?,Tortoise
Saw|Salamander|Turtle,Answer using only one word - Salamander or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,None
Turtle|Axe|Lizard,Answer using only one word - Axe or Lizard and not Turtle. Which is more similar in semantic meaning to Turtle?,Lizard
Saw|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Saw. Which is more similar in semantic meaning to Saw?,Vacuum
Chisel|Lawn Mower|Tortoise,Answer using only one word - Lawn Mower or Tortoise and not Chisel. Which is more similar in semantic meaning to Chisel?,Tortoise
Vacuum|Knife|Turtle,Answer using only one word - Knife or Turtle and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Turtle
Crocodile|Lawn Mower|Nail,Answer using only one word - Lawn Mower or Nail and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Nail
Chameleon|Boa python|Shovel,Answer using only one word - Boa python or Shovel and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Shovel
Lawn Mower|Chameleon|Toad,Answer using only one word - Chameleon or Toad and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Toad
Cobra|Lizard|Turtle,Answer using only one word - Lizard or Turtle and not Cobra. Which is more similar in semantic meaning to Cobra?,Turtle
Salamander|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Salamander. Which is more similar in semantic meaning to Salamander?,Vacuum
Snake|Axe|Caiman,Answer using only one word - Axe or Caiman and not Snake. Which is more similar in semantic meaning to Snake?,Caiman
Vacuum|Gecko|Turtle,Answer using only one word - Gecko or Turtle and not Vacuum. Which is more similar in semantic meaning to Vacuum?,None
Tortoise|Grinding disk|Screwdriver,Answer using only one word - Grinding disk or Screwdriver and not Tortoise. Which is more similar in semantic meaning to Tortoise?,None
Toad|Knife|Turtle,Answer using only one word - Knife or Turtle and not Toad. Which is more similar in semantic meaning to Toad?,Turtle
Lawn Mower|Crocodile|Tortoise,Answer using only one word - Crocodile or Tortoise and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,None
Chisel|Hammer|Toad,Answer using only one word - Hammer or Toad and not Chisel. Which is more similar in semantic meaning to Chisel?,Hammer
Axe|Knife|Vacuum,Answer using only one word - Knife or Vacuum and not Axe. Which is more similar in semantic meaning to Axe?,Vacuum
Saw|Dinosaur|Oil can,Answer using only one word - Dinosaur or Oil can and not Saw. Which is more similar in semantic meaning to Saw?,Oil
Chameleon|Blindworm|Toad,Answer using only one word - Blindworm or Toad and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Blindworm
Snake|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Snake. Which is more similar in semantic meaning to Snake?,Salamander
Shovel|Oil can|Snake,Answer using only one word - Oil can or Snake and not Shovel. Which is more similar in semantic meaning to Shovel?,None
Saw|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Saw. Which is more similar in semantic meaning to Saw?,None
Caiman|Blindworm|Tortoise,Answer using only one word - Blindworm or Tortoise and not Caiman. Which is more similar in semantic meaning to Caiman?,Blindworm
Axe|Paint brush|Tortoise,Answer using only one word - Paint brush or Tortoise and not Axe. Which is more similar in semantic meaning to Axe?,None
Toad|Cobra|Oil can,Answer using only one word - Cobra or Oil can and not Toad. Which is more similar in semantic meaning to Toad?,Oil can
Lawn Mower|Spanner|Turtle,Answer using only one word - Spanner or Turtle and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Spanner
Vacuum|Knife|Salamander,Answer using only one word - Knife or Salamander and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Salamander
Blindworm|Gecko|Grinding disk,Answer using only one word - Gecko or Grinding disk and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Gecko
Cobra|Chisel|Knife,Answer using only one word - Chisel or Knife and not Cobra. Which is more similar in semantic meaning to Cobra?,Knife
Alligator|Cobra|Toad,Answer using only one word - Cobra or Toad and not Alligator. Which is more similar in semantic meaning to Alligator?,Cobra
Oil can|Caiman|Cobra,Answer using only one word - Caiman or Cobra and not Oil can. Which is more similar in semantic meaning to Oil can?,Caiman
Chisel|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Chisel. Which is more similar in semantic meaning to Chisel?,Grinding disk
Vacuum|Chameleon|Turtle,Answer using only one word - Chameleon or Turtle and not Vacuum. Which is more similar in semantic meaning to Vacuum?,None
Chameleon|Salamander|Screwdriver,Answer using only one word - Salamander or Screwdriver and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Salamander
Knife|Nail|Oil can,Answer using only one word - Nail or Oil can and not Knife. Which is more similar in semantic meaning to Knife?,Oil can
Lawn Mower|Cobra|Salamander,Answer using only one word - Cobra or Salamander and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Lawn Mower
Spanner|Cobra|Lawn Mower,Answer using only one word - Cobra or Lawn Mower and not Spanner. Which is more similar in semantic meaning to Spanner?,Lawn Mower
Cobra|Chameleon|Gecko,Answer using only one word - Chameleon or Gecko and not Cobra. Which is more similar in semantic meaning to Cobra?,Gecko
Dinosaur|Alligator|Axe,Answer using only one word - Alligator or Axe and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Alligator
Hammer|Chisel|Tortoise,Answer using only one word - Chisel or Tortoise and not Hammer. Which is more similar in semantic meaning to Hammer?,Chisel
Grinding disk|Anvil|Axe,Answer using only one word - Anvil or Axe and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Axe
Shovel|Knife|Turtle,Answer using only one word - Knife or Turtle and not Shovel. Which is more similar in semantic meaning to Shovel?,None
Dinosaur|Chisel|Oil can,Answer using only one word - Chisel or Oil can and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,None
Turtle|Caiman|Chisel,Answer using only one word - Caiman or Chisel and not Turtle. Which is more similar in semantic meaning to Turtle?,Caiman
Axe|Chisel|Oil can,Answer using only one word - Chisel or Oil can and not Axe. Which is more similar in semantic meaning to Axe?,Chisel
Paint brush|Crocodile|Salamander,Answer using only one word - Crocodile or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,None
Lizard|Nail|Saw,Answer using only one word - Nail or Saw and not Lizard. Which is more similar in semantic meaning to Lizard?,Nail
Knife|Caiman|Oil can,Answer using only one word - Caiman or Oil can and not Knife. Which is more similar in semantic meaning to Knife?,Oil can
Hammer|Lizard|Screwdriver,Answer using only one word - Lizard or Screwdriver and not Hammer. Which is more similar in semantic meaning to Hammer?,Screwdriver
Alligator|Blindworm|Vacuum,Answer using only one word - Blindworm or Vacuum and not Alligator. Which is more similar in semantic meaning to Alligator?,Vacuum
Hammer|Axe|Boa python,Answer using only one word - Axe or Boa python and not Hammer. Which is more similar in semantic meaning to Hammer?,Axe
Tortoise|Blindworm|Chisel,Answer using only one word - Blindworm or Chisel and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Blindworm
Gecko|Oil can|Salamander,Answer using only one word - Oil can or Salamander and not Gecko. Which is more similar in semantic meaning to Gecko?,Salamander
Salamander|Blindworm|Paint brush,Answer using only one word - Blindworm or Paint brush and not Salamander. Which is more similar in semantic meaning to Salamander?,Blindworm
Turtle|Axe|Toad,Answer using only one word - Axe or Toad and not Turtle. Which is more similar in semantic meaning to Turtle?,Toad
Shovel|Knife|Lizard,Answer using only one word - Knife or Lizard and not Shovel. Which is more similar in semantic meaning to Shovel?,Lizard
Anvil|Screwdriver|Toad,Answer using only one word - Screwdriver or Toad and not Anvil. Which is more similar in semantic meaning to Anvil?,Toad
Lizard|Chameleon|Paint brush,Answer using only one word - Chameleon or Paint brush and not Lizard. Which is more similar in semantic meaning to Lizard?,Chameleon
Gecko|Chisel|Nail,Answer using only one word - Chisel or Nail and not Gecko. Which is more similar in semantic meaning to Gecko?,Nail
Oil can|Crocodile|Dinosaur,Answer using only one word - Crocodile or Dinosaur and not Oil can. Which is more similar in semantic meaning to Oil can?,Oil can.
Chameleon|Paint brush|Spanner,Answer using only one word - Paint brush or Spanner and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Spanner
Boa python|Grinding disk|Turtle,Answer using only one word - Grinding disk or Turtle and not Boa python. Which is more similar in semantic meaning to Boa python?,Turtle
Lizard|Paint brush|Screwdriver,Answer using only one word - Paint brush or Screwdriver and not Lizard. Which is more similar in semantic meaning to Lizard?,None
Nail|Caiman|Grinding disk,Answer using only one word - Caiman or Grinding disk and not Nail. Which is more similar in semantic meaning to Nail?,Caiman
Blindworm|Knife|Vacuum,Answer using only one word - Knife or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Blindworm
Boa python|Paint brush|Screwdriver,Answer using only one word - Paint brush or Screwdriver and not Boa python. Which is more similar in semantic meaning to Boa python?,Screwdriver
Oil can|Gecko|Shovel,Answer using only one word - Gecko or Shovel and not Oil can. Which is more similar in semantic meaning to Oil can?,Shovel
Chameleon|Crocodile|Spanner,Answer using only one word - Crocodile or Spanner and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Spanner
Axe|Snake|Spanner,Answer using only one word - Snake or Spanner and not Axe. Which is more similar in semantic meaning to Axe?,Spanner
Lawn Mower|Boa python|Knife,Answer using only one word - Boa python or Knife and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Knife
Saw|Chisel|Gecko,Answer using only one word - Chisel or Gecko and not Saw. Which is more similar in semantic meaning to Saw?,Chisel
Blindworm|Boa python|Oil can,Answer using only one word - Boa python or Oil can and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Oil can
Alligator|Caiman|Lawn Mower,Answer using only one word - Caiman or Lawn Mower and not Alligator. Which is more similar in semantic meaning to Alligator?,Caiman
Salamander|Tortoise|Turtle,Answer using only one word - Tortoise or Turtle and not Salamander. Which is more similar in semantic meaning to Salamander?,Turtle
Screwdriver|Blindworm|Knife,Answer using only one word - Blindworm or Knife and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Blindworm
Dinosaur|Cobra|Grinding disk,Answer using only one word - Cobra or Grinding disk and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Cobra
Shovel|Alligator|Hammer,Answer using only one word - Alligator or Hammer and not Shovel. Which is more similar in semantic meaning to Shovel?,None
Paint brush|Cobra|Grinding disk,Answer using only one word - Cobra or Grinding disk and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Grinding disk
Blindworm|Chisel|Vacuum,Answer using only one word - Chisel or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Vacuum
Nail|Alligator|Boa python,Answer using only one word - Alligator or Boa python and not Nail. Which is more similar in semantic meaning to Nail?,None
Vacuum|Chameleon|Screwdriver,Answer using only one word - Chameleon or Screwdriver and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Screwdriver
Lizard|Chameleon|Toad,Answer using only one word - Chameleon or Toad and not Lizard. Which is more similar in semantic meaning to Lizard?,Chameleon
Paint brush|Blindworm|Saw,Answer using only one word - Blindworm or Saw and not Paint brush. Which is more similar in semantic meaning to Paint brush?,None
Cobra|Salamander|Turtle,Answer using only one word - Salamander or Turtle and not Cobra. Which is more similar in semantic meaning to Cobra?,None
Lawn Mower|Salamander|Screwdriver,Answer using only one word - Salamander or Screwdriver and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Screwdriver
Alligator|Screwdriver|Snake,Answer using only one word - Screwdriver or Snake and not Alligator. Which is more similar in semantic meaning to Alligator?,Snake
Nail|Saw|Screwdriver,Answer using only one word - Saw or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,Screwdriver
Oil can|Cobra|Screwdriver,Answer using only one word - Cobra or Screwdriver and not Oil can. Which is more similar in semantic meaning to Oil can?,Screwdriver
Spanner|Crocodile|Hammer,Answer using only one word - Crocodile or Hammer and not Spanner. Which is more similar in semantic meaning to Spanner?,None
Screwdriver|Salamander|Turtle,Answer using only one word - Salamander or Turtle and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,None
Paint brush|Salamander|Spanner,Answer using only one word - Salamander or Spanner and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Spanner
Turtle|Anvil|Blindworm,Answer using only one word - Anvil or Blindworm and not Turtle. Which is more similar in semantic meaning to Turtle?,Blindworm
Lizard|Screwdriver|Shovel,Answer using only one word - Screwdriver or Shovel and not Lizard. Which is more similar in semantic meaning to Lizard?,Screwdriver
Grinding disk|Alligator|Snake,Answer using only one word - Alligator or Snake and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,None
Screwdriver|Grinding disk|Nail,Answer using only one word - Grinding disk or Nail and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Nail
Toad|Cobra|Paint brush,Answer using only one word - Cobra or Paint brush and not Toad. Which is more similar in semantic meaning to Toad?,Cobra
Chameleon|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Caiman
Oil can|Axe|Toad,Answer using only one word - Axe or Toad and not Oil can. Which is more similar in semantic meaning to Oil can?,Axe
Chameleon|Knife|Screwdriver,Answer using only one word - Knife or Screwdriver and not Chameleon. Which is more similar in semantic meaning to Chameleon?,None
Crocodile|Axe|Dinosaur,Answer using only one word - Axe or Dinosaur and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Axe
Paint brush|Alligator|Toad,Answer using only one word - Alligator or Toad and not Paint brush. Which is more similar in semantic meaning to Paint brush?,None
Salamander|Axe|Grinding disk,Answer using only one word - Axe or Grinding disk and not Salamander. Which is more similar in semantic meaning to Salamander?,Axe
Shovel|Anvil|Lawn Mower,Answer using only one word - Anvil or Lawn Mower and not Shovel. Which is more similar in semantic meaning to Shovel?,Lawn Mower
Oil can|Paint brush|Snake,Answer using only one word - Paint brush or Snake and not Oil can. Which is more similar in semantic meaning to Oil can?,Snake
Lizard|Boa python|Knife,Answer using only one word - Boa python or Knife and not Lizard. Which is more similar in semantic meaning to Lizard?,Boa
Grinding disk|Axe|Shovel,Answer using only one word - Axe or Shovel and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Axe
Screwdriver|Blindworm|Saw,Answer using only one word - Blindworm or Saw and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Blindworm
Oil can|Anvil|Cobra,Answer using only one word - Anvil or Cobra and not Oil can. Which is more similar in semantic meaning to Oil can?,Cobra
Turtle|Tortoise|Vacuum,Answer using only one word - Tortoise or Vacuum and not Turtle. Which is more similar in semantic meaning to Turtle?,Tortoise
Alligator|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Alligator. Which is more similar in semantic meaning to Alligator?,None
Salamander|Blindworm|Chisel,Answer using only one word - Blindworm or Chisel and not Salamander. Which is more similar in semantic meaning to Salamander?,Blindworm
Saw|Snake|Turtle,Answer using only one word - Snake or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,Turtle
Knife|Nail|Turtle,Answer using only one word - Nail or Turtle and not Knife. Which is more similar in semantic meaning to Knife?,Turtle
Spanner|Chisel|Paint brush,Answer using only one word - Chisel or Paint brush and not Spanner. Which is more similar in semantic meaning to Spanner?,None
Oil can|Hammer|Screwdriver,Answer using only one word - Hammer or Screwdriver and not Oil can. Which is more similar in semantic meaning to Oil can?,None
Grinding disk|Blindworm|Shovel,Answer using only one word - Blindworm or Shovel and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Blindworm
Chisel|Chameleon|Shovel,Answer using only one word - Chameleon or Shovel and not Chisel. Which is more similar in semantic meaning to Chisel?,Shovel
Crocodile|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Salamander
Crocodile|Alligator|Anvil,Answer using only one word - Alligator or Anvil and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Alligator
Lawn Mower|Anvil|Chisel,Answer using only one word - Anvil or Chisel and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,None
Vacuum|Saw|Tortoise,Answer using only one word - Saw or Tortoise and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Tortoise
Chameleon|Cobra|Vacuum,Answer using only one word - Cobra or Vacuum and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Cobra
Saw|Chameleon|Vacuum,Answer using only one word - Chameleon or Vacuum and not Saw. Which is more similar in semantic meaning to Saw?,Vacuum
Anvil|Axe|Hammer,Answer using only one word - Axe or Hammer and not Anvil. Which is more similar in semantic meaning to Anvil?,Hammer
Saw|Nail|Toad,Answer using only one word - Nail or Toad and not Saw. Which is more similar in semantic meaning to Saw?,Nail
Screwdriver|Lawn Mower|Shovel,Answer using only one word - Lawn Mower or Shovel and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Shovel
Anvil|Caiman|Snake,Answer using only one word - Caiman or Snake and not Anvil. Which is more similar in semantic meaning to Anvil?,Snake
Axe|Chameleon|Saw,Answer using only one word - Chameleon or Saw and not Axe. Which is more similar in semantic meaning to Axe?,Saw
Chameleon|Grinding disk|Oil can,Answer using only one word - Grinding disk or Oil can and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Oil can
Lizard|Shovel|Spanner,Answer using only one word - Shovel or Spanner and not Lizard. Which is more similar in semantic meaning to Lizard?,Spanner
Grinding disk|Chameleon|Saw,Answer using only one word - Chameleon or Saw and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Saw
Chameleon|Grinding disk|Saw,Answer using only one word - Grinding disk or Saw and not Chameleon. Which is more similar in semantic meaning to Chameleon?,None
Chisel|Salamander|Snake,Answer using only one word - Salamander or Snake and not Chisel. Which is more similar in semantic meaning to Chisel?,None
Anvil|Blindworm|Cobra,Answer using only one word - Blindworm or Cobra and not Anvil. Which is more similar in semantic meaning to Anvil?,None
Chameleon|Lizard|Paint brush,Answer using only one word - Lizard or Paint brush and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Lizard
Oil can|Nail|Saw,Answer using only one word - Nail or Saw and not Oil can. Which is more similar in semantic meaning to Oil can?,Saw
Grinding disk|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,None
Anvil|Knife|Toad,Answer using only one word - Knife or Toad and not Anvil. Which is more similar in semantic meaning to Anvil?,Anvil
Salamander|Caiman|Lawn Mower,Answer using only one word - Caiman or Lawn Mower and not Salamander. Which is more similar in semantic meaning to Salamander?,Caiman
Vacuum|Lawn Mower|Lizard,Answer using only one word - Lawn Mower or Lizard and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Lawn Mower
Anvil|Cobra|Gecko,Answer using only one word - Cobra or Gecko and not Anvil. Which is more similar in semantic meaning to Anvil?,Cobra
Turtle|Lizard|Spanner,Answer using only one word - Lizard or Spanner and not Turtle. Which is more similar in semantic meaning to Turtle?,Spanner
Caiman|Knife|Paint brush,Answer using only one word - Knife or Paint brush and not Caiman. Which is more similar in semantic meaning to Caiman?,None
Tortoise|Chameleon|Screwdriver,Answer using only one word - Chameleon or Screwdriver and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Chameleon
