input,prompt,response
Crocodile|Lawn Mower|Nail,Answer using only one word - Lawn Mower or Nail and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Lawn Mower
Chameleon|Boa python|Shovel,Answer using only one word - Boa python or Shovel and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Shovel
Lawn Mower|Chameleon|Toad,Answer using only one word - Chameleon or Toad and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Chameleon
Cobra|Lizard|Turtle,Answer using only one word - Lizard or Turtle and not Cobra. Which is more similar in semantic meaning to Cobra?,Lizard
Salamander|Lawn Mower|Vacuum,Answer using only one word - Lawn Mower or Vacuum and not Salamander. Which is more similar in semantic meaning to Salamander?,Lawn Mower
Snake|Axe|Caiman,Answer using only one word - Axe or Caiman and not Snake. Which is more similar in semantic meaning to Snake?,Caiman
Vacuum|Gecko|Turtle,Answer using only one word - Gecko or Turtle and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Gecko
Tortoise|Grinding disk|Screwdriver,Answer using only one word - Grinding disk or Screwdriver and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Screwdriver
Toad|Knife|Turtle,Answer using only one word - Knife or Turtle and not Toad. Which is more similar in semantic meaning to Toad?,Turtle
Lawn Mower|Crocodile|Tortoise,Answer using only one word - Crocodile or Tortoise and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Crocodile
Chisel|Hammer|Toad,Answer using only one word - Hammer or Toad and not Chisel. Which is more similar in semantic meaning to Chisel?,Hammer
Axe|Knife|Vacuum,Answer using only one word - Knife or Vacuum and not Axe. Which is more similar in semantic meaning to Axe?,Vacuum
Saw|Dinosaur|Oil can,Answer using only one word - Dinosaur or Oil can and not Saw. Which is more similar in semantic meaning to Saw?,Dinosaur
Chameleon|Blindworm|Toad,Answer using only one word - Blindworm or Toad and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Toad
Snake|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Snake. Which is more similar in semantic meaning to Snake?,Salamander
Shovel|Oil can|Snake,Answer using only one word - Oil can or Snake and not Shovel. Which is more similar in semantic meaning to Shovel?,Snake
Saw|Hammer|Oil can,Answer using only one word - Hammer or Oil can and not Saw. Which is more similar in semantic meaning to Saw?,Hammer
Caiman|Blindworm|Tortoise,Answer using only one word - Blindworm or Tortoise and not Caiman. Which is more similar in semantic meaning to Caiman?,Tortoise
Axe|Paint brush|Tortoise,Answer using only one word - Paint brush or Tortoise and not Axe. Which is more similar in semantic meaning to Axe?,Tortoise
Toad|Cobra|Oil can,Answer using only one word - Cobra or Oil can and not Toad. Which is more similar in semantic meaning to Toad?,Cobra
Lawn Mower|Spanner|Turtle,Answer using only one word - Spanner or Turtle and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Spanner
Vacuum|Knife|Salamander,Answer using only one word - Knife or Salamander and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Salamander
Blindworm|Gecko|Grinding disk,Answer using only one word - Gecko or Grinding disk and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Gecko
Cobra|Chisel|Knife,Answer using only one word - Chisel or Knife and not Cobra. Which is more similar in semantic meaning to Cobra?,Chisel
Alligator|Cobra|Toad,Answer using only one word - Cobra or Toad and not Alligator. Which is more similar in semantic meaning to Alligator?,Cobra
Oil can|Caiman|Cobra,Answer using only one word - Caiman or Cobra and not Oil can. Which is more similar in semantic meaning to Oil can?,Caiman
Chisel|Blindworm|Grinding disk,Answer using only one word - Blindworm or Grinding disk and not Chisel. Which is more similar in semantic meaning to Chisel?,Grinding disk.
Vacuum|Chameleon|Turtle,Answer using only one word - Chameleon or Turtle and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Chameleon
Chameleon|Salamander|Screwdriver,Answer using only one word - Salamander or Screwdriver and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Screwdriver
Knife|Nail|Oil can,Answer using only one word - Nail or Oil can and not Knife. Which is more similar in semantic meaning to Knife?,Nail
Lawn Mower|Cobra|Salamander,Answer using only one word - Cobra or Salamander and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Salamander
Spanner|Cobra|Lawn Mower,Answer using only one word - Cobra or Lawn Mower and not Spanner. Which is more similar in semantic meaning to Spanner?,Cobra
Cobra|Chameleon|Gecko,Answer using only one word - Chameleon or Gecko and not Cobra. Which is more similar in semantic meaning to Cobra?,Chameleon
Dinosaur|Alligator|Axe,Answer using only one word - Alligator or Axe and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Alligator
Hammer|Chisel|Tortoise,Answer using only one word - Chisel or Tortoise and not Hammer. Which is more similar in semantic meaning to Hammer?,Chisel
Grinding disk|Anvil|Axe,Answer using only one word - Anvil or Axe and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Anvil
Shovel|Knife|Turtle,Answer using only one word - Knife or Turtle and not Shovel. Which is more similar in semantic meaning to Shovel?,Turtle
Dinosaur|Chisel|Oil can,Answer using only one word - Chisel or Oil can and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Chisel
Turtle|Caiman|Chisel,Answer using only one word - Caiman or Chisel and not Turtle. Which is more similar in semantic meaning to Turtle?,Caiman
Axe|Chisel|Oil can,Answer using only one word - Chisel or Oil can and not Axe. Which is more similar in semantic meaning to Axe?,Chisel
Paint brush|Crocodile|Salamander,Answer using only one word - Crocodile or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Salamander
Lizard|Nail|Saw,Answer using only one word - Nail or Saw and not Lizard. Which is more similar in semantic meaning to Lizard?,Nail
Knife|Caiman|Oil can,Answer using only one word - Caiman or Oil can and not Knife. Which is more similar in semantic meaning to Knife?,Caiman
Hammer|Lizard|Screwdriver,Answer using only one word - Lizard or Screwdriver and not Hammer. Which is more similar in semantic meaning to Hammer?,Lizard
Alligator|Blindworm|Vacuum,Answer using only one word - Blindworm or Vacuum and not Alligator. Which is more similar in semantic meaning to Alligator?,Vacuum
Hammer|Axe|Boa python,Answer using only one word - Axe or Boa python and not Hammer. Which is more similar in semantic meaning to Hammer?,Axe
Tortoise|Blindworm|Chisel,Answer using only one word - Blindworm or Chisel and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Chisel
Gecko|Oil can|Salamander,Answer using only one word - Oil can or Salamander and not Gecko. Which is more similar in semantic meaning to Gecko?,Salamander
Salamander|Blindworm|Paint brush,Answer using only one word - Blindworm or Paint brush and not Salamander. Which is more similar in semantic meaning to Salamander?,Paint brush.
Turtle|Axe|Toad,Answer using only one word - Axe or Toad and not Turtle. Which is more similar in semantic meaning to Turtle?,Toad.
Shovel|Knife|Lizard,Answer using only one word - Knife or Lizard and not Shovel. Which is more similar in semantic meaning to Shovel?,Lizard
Anvil|Screwdriver|Toad,Answer using only one word - Screwdriver or Toad and not Anvil. Which is more similar in semantic meaning to Anvil?,Screwdriver
Lizard|Chameleon|Paint brush,Answer using only one word - Chameleon or Paint brush and not Lizard. Which is more similar in semantic meaning to Lizard?,Chameleon
Gecko|Chisel|Nail,Answer using only one word - Chisel or Nail and not Gecko. Which is more similar in semantic meaning to Gecko?,Chisel
Oil can|Crocodile|Dinosaur,Answer using only one word - Crocodile or Dinosaur and not Oil can. Which is more similar in semantic meaning to Oil can?,Dinosaur
Chameleon|Paint brush|Spanner,Answer using only one word - Paint brush or Spanner and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Spanner.
Boa python|Grinding disk|Turtle,Answer using only one word - Grinding disk or Turtle and not Boa python. Which is more similar in semantic meaning to Boa python?,Turtle
Lizard|Paint brush|Screwdriver,Answer using only one word - Paint brush or Screwdriver and not Lizard. Which is more similar in semantic meaning to Lizard?,Screwdriver
Nail|Caiman|Grinding disk,Answer using only one word - Caiman or Grinding disk and not Nail. Which is more similar in semantic meaning to Nail?,Caiman
Blindworm|Knife|Vacuum,Answer using only one word - Knife or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Vacuum
Boa python|Paint brush|Screwdriver,Answer using only one word - Paint brush or Screwdriver and not Boa python. Which is more similar in semantic meaning to Boa python?,Screwdriver
Oil can|Gecko|Shovel,Answer using only one word - Gecko or Shovel and not Oil can. Which is more similar in semantic meaning to Oil can?,Shovel
Chameleon|Crocodile|Spanner,Answer using only one word - Crocodile or Spanner and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Crocodile.
Axe|Snake|Spanner,Answer using only one word - Snake or Spanner and not Axe. Which is more similar in semantic meaning to Axe?,Snake
Lawn Mower|Boa python|Knife,Answer using only one word - Boa python or Knife and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Knife
Saw|Chisel|Gecko,Answer using only one word - Chisel or Gecko and not Saw. Which is more similar in semantic meaning to Saw?,Chisel
Blindworm|Boa python|Oil can,Answer using only one word - Boa python or Oil can and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Oil can.
Alligator|Caiman|Lawn Mower,Answer using only one word - Caiman or Lawn Mower and not Alligator. Which is more similar in semantic meaning to Alligator?,Caiman
Salamander|Tortoise|Turtle,Answer using only one word - Tortoise or Turtle and not Salamander. Which is more similar in semantic meaning to Salamander?,Tortoise
Screwdriver|Blindworm|Knife,Answer using only one word - Blindworm or Knife and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Blindworm
Dinosaur|Cobra|Grinding disk,Answer using only one word - Cobra or Grinding disk and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Grinding disk.
Shovel|Alligator|Hammer,Answer using only one word - Alligator or Hammer and not Shovel. Which is more similar in semantic meaning to Shovel?,Alligator
Paint brush|Cobra|Grinding disk,Answer using only one word - Cobra or Grinding disk and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Grinding disk.
Blindworm|Chisel|Vacuum,Answer using only one word - Chisel or Vacuum and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Chisel
Nail|Alligator|Boa python,Answer using only one word - Alligator or Boa python and not Nail. Which is more similar in semantic meaning to Nail?,Alligator
Vacuum|Chameleon|Screwdriver,Answer using only one word - Chameleon or Screwdriver and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Chameleon
Lizard|Chameleon|Toad,Answer using only one word - Chameleon or Toad and not Lizard. Which is more similar in semantic meaning to Lizard?,Chameleon
Paint brush|Blindworm|Saw,Answer using only one word - Blindworm or Saw and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Saw
Cobra|Salamander|Turtle,Answer using only one word - Salamander or Turtle and not Cobra. Which is more similar in semantic meaning to Cobra?,Salamander
Lawn Mower|Salamander|Screwdriver,Answer using only one word - Salamander or Screwdriver and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Screwdriver
Alligator|Screwdriver|Snake,Answer using only one word - Screwdriver or Snake and not Alligator. Which is more similar in semantic meaning to Alligator?,Snake
Nail|Saw|Screwdriver,Answer using only one word - Saw or Screwdriver and not Nail. Which is more similar in semantic meaning to Nail?,Screwdriver
Oil can|Cobra|Screwdriver,Answer using only one word - Cobra or Screwdriver and not Oil can. Which is more similar in semantic meaning to Oil can?,Screwdriver
Spanner|Crocodile|Hammer,Answer using only one word - Crocodile or Hammer and not Spanner. Which is more similar in semantic meaning to Spanner?,Crocodile
Screwdriver|Salamander|Turtle,Answer using only one word - Salamander or Turtle and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Screwdriver
Paint brush|Salamander|Spanner,Answer using only one word - Salamander or Spanner and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Salamander
Turtle|Anvil|Blindworm,Answer using only one word - Anvil or Blindworm and not Turtle. Which is more similar in semantic meaning to Turtle?,Anvil
Lizard|Screwdriver|Shovel,Answer using only one word - Screwdriver or Shovel and not Lizard. Which is more similar in semantic meaning to Lizard?,Screwdriver
Grinding disk|Alligator|Snake,Answer using only one word - Alligator or Snake and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Alligator
Screwdriver|Grinding disk|Nail,Answer using only one word - Grinding disk or Nail and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Nail
Toad|Cobra|Paint brush,Answer using only one word - Cobra or Paint brush and not Toad. Which is more similar in semantic meaning to Toad?,Cobra
Chameleon|Boa python|Caiman,Answer using only one word - Boa python or Caiman and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Caiman
Oil can|Axe|Toad,Answer using only one word - Axe or Toad and not Oil can. Which is more similar in semantic meaning to Oil can?,Axe
Chameleon|Knife|Screwdriver,Answer using only one word - Knife or Screwdriver and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Screwdriver.
Crocodile|Axe|Dinosaur,Answer using only one word - Axe or Dinosaur and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Dinosaur
Paint brush|Alligator|Toad,Answer using only one word - Alligator or Toad and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Alligator
Salamander|Axe|Grinding disk,Answer using only one word - Axe or Grinding disk and not Salamander. Which is more similar in semantic meaning to Salamander?,Axe
Shovel|Anvil|Lawn Mower,Answer using only one word - Anvil or Lawn Mower and not Shovel. Which is more similar in semantic meaning to Shovel?,Anvil
Oil can|Paint brush|Snake,Answer using only one word - Paint brush or Snake and not Oil can. Which is more similar in semantic meaning to Oil can?,Snake
Lizard|Boa python|Knife,Answer using only one word - Boa python or Knife and not Lizard. Which is more similar in semantic meaning to Lizard?,Python
Grinding disk|Axe|Shovel,Answer using only one word - Axe or Shovel and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Axe
Screwdriver|Blindworm|Saw,Answer using only one word - Blindworm or Saw and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Saw
Oil can|Anvil|Cobra,Answer using only one word - Anvil or Cobra and not Oil can. Which is more similar in semantic meaning to Oil can?,Anvil
Turtle|Tortoise|Vacuum,Answer using only one word - Tortoise or Vacuum and not Turtle. Which is more similar in semantic meaning to Turtle?,Vacuum.
Alligator|Screwdriver|Spanner,Answer using only one word - Screwdriver or Spanner and not Alligator. Which is more similar in semantic meaning to Alligator?,Spanner
Salamander|Blindworm|Chisel,Answer using only one word - Blindworm or Chisel and not Salamander. Which is more similar in semantic meaning to Salamander?,Chisel
Saw|Snake|Turtle,Answer using only one word - Snake or Turtle and not Saw. Which is more similar in semantic meaning to Saw?,Snake
Knife|Nail|Turtle,Answer using only one word - Nail or Turtle and not Knife. Which is more similar in semantic meaning to Knife?,Nail
Spanner|Chisel|Paint brush,Answer using only one word - Chisel or Paint brush and not Spanner. Which is more similar in semantic meaning to Spanner?,Chisel
Oil can|Hammer|Screwdriver,Answer using only one word - Hammer or Screwdriver and not Oil can. Which is more similar in semantic meaning to Oil can?,Screwdriver
Grinding disk|Blindworm|Shovel,Answer using only one word - Blindworm or Shovel and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Shovel
Chisel|Chameleon|Shovel,Answer using only one word - Chameleon or Shovel and not Chisel. Which is more similar in semantic meaning to Chisel?,Shovel
Crocodile|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Salamander
Crocodile|Alligator|Anvil,Answer using only one word - Alligator or Anvil and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Alligator
Lawn Mower|Anvil|Chisel,Answer using only one word - Anvil or Chisel and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Chisel
Vacuum|Saw|Tortoise,Answer using only one word - Saw or Tortoise and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Saw
Chameleon|Cobra|Vacuum,Answer using only one word - Cobra or Vacuum and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Vacuum.
Saw|Chameleon|Vacuum,Answer using only one word - Chameleon or Vacuum and not Saw. Which is more similar in semantic meaning to Saw?,Chameleon
Anvil|Axe|Hammer,Answer using only one word - Axe or Hammer and not Anvil. Which is more similar in semantic meaning to Anvil?,Axe.
Saw|Nail|Toad,Answer using only one word - Nail or Toad and not Saw. Which is more similar in semantic meaning to Saw?,Nail
Screwdriver|Lawn Mower|Shovel,Answer using only one word - Lawn Mower or Shovel and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Shovel
Anvil|Caiman|Snake,Answer using only one word - Caiman or Snake and not Anvil. Which is more similar in semantic meaning to Anvil?,Caiman
Axe|Chameleon|Saw,Answer using only one word - Chameleon or Saw and not Axe. Which is more similar in semantic meaning to Axe?,Chameleon
Chameleon|Grinding disk|Oil can,Answer using only one word - Grinding disk or Oil can and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Oil can
Lizard|Shovel|Spanner,Answer using only one word - Shovel or Spanner and not Lizard. Which is more similar in semantic meaning to Lizard?,Shovel
Grinding disk|Chameleon|Saw,Answer using only one word - Chameleon or Saw and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Chameleon
Chameleon|Grinding disk|Saw,Answer using only one word - Grinding disk or Saw and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Saw
Chisel|Salamander|Snake,Answer using only one word - Salamander or Snake and not Chisel. Which is more similar in semantic meaning to Chisel?,Snake
Anvil|Blindworm|Cobra,Answer using only one word - Blindworm or Cobra and not Anvil. Which is more similar in semantic meaning to Anvil?,Blindworm
Chameleon|Lizard|Paint brush,Answer using only one word - Lizard or Paint brush and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Lizard
Oil can|Nail|Saw,Answer using only one word - Nail or Saw and not Oil can. Which is more similar in semantic meaning to Oil can?,Saw
Grinding disk|Hammer|Paint brush,Answer using only one word - Hammer or Paint brush and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Hammer
Anvil|Knife|Toad,Answer using only one word - Knife or Toad and not Anvil. Which is more similar in semantic meaning to Anvil?,Toad
Salamander|Caiman|Lawn Mower,Answer using only one word - Caiman or Lawn Mower and not Salamander. Which is more similar in semantic meaning to Salamander?,Caiman
Vacuum|Lawn Mower|Lizard,Answer using only one word - Lawn Mower or Lizard and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Lawn Mower
Anvil|Cobra|Gecko,Answer using only one word - Cobra or Gecko and not Anvil. Which is more similar in semantic meaning to Anvil?,Gecko
Turtle|Lizard|Spanner,Answer using only one word - Lizard or Spanner and not Turtle. Which is more similar in semantic meaning to Turtle?,Lizard
Caiman|Knife|Paint brush,Answer using only one word - Knife or Paint brush and not Caiman. Which is more similar in semantic meaning to Caiman?,Paint brush.
Tortoise|Chameleon|Screwdriver,Answer using only one word - Chameleon or Screwdriver and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Chameleon
Paint brush|Knife|Nail,Answer using only one word - Knife or Nail and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Nail
Vacuum|Dinosaur|Lizard,Answer using only one word - Dinosaur or Lizard and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Dinosaur
Knife|Blindworm|Chameleon,Answer using only one word - Blindworm or Chameleon and not Knife. Which is more similar in semantic meaning to Knife?,Chameleon
Alligator|Salamander|Screwdriver,Answer using only one word - Salamander or Screwdriver and not Alligator. Which is more similar in semantic meaning to Alligator?,Screwdriver
Lizard|Snake|Tortoise,Answer using only one word - Snake or Tortoise and not Lizard. Which is more similar in semantic meaning to Lizard?,Tortoise
Spanner|Chisel|Toad,Answer using only one word - Chisel or Toad and not Spanner. Which is more similar in semantic meaning to Spanner?,Chisel
Tortoise|Chisel|Lawn Mower,Answer using only one word - Chisel or Lawn Mower and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Chisel
Knife|Chameleon|Crocodile,Answer using only one word - Chameleon or Crocodile and not Knife. Which is more similar in semantic meaning to Knife?,Chameleon
Dinosaur|Chisel|Lawn Mower,Answer using only one word - Chisel or Lawn Mower and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Chisel
Alligator|Hammer|Toad,Answer using only one word - Hammer or Toad and not Alligator. Which is more similar in semantic meaning to Alligator?,Toad
Chameleon|Blindworm|Salamander,Answer using only one word - Blindworm or Salamander and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Salamander.
Dinosaur|Caiman|Chisel,Answer using only one word - Caiman or Chisel and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Caiman
Anvil|Hammer|Snake,Answer using only one word - Hammer or Snake and not Anvil. Which is more similar in semantic meaning to Anvil?,Hammer
Caiman|Hammer|Screwdriver,Answer using only one word - Hammer or Screwdriver and not Caiman. Which is more similar in semantic meaning to Caiman?,Hammer
Toad|Chameleon|Dinosaur,Answer using only one word - Chameleon or Dinosaur and not Toad. Which is more similar in semantic meaning to Toad?,Chameleon
Tortoise|Grinding disk|Nail,Answer using only one word - Grinding disk or Nail and not Tortoise. Which is more similar in semantic meaning to Tortoise?,Nail
Toad|Lizard|Salamander,Answer using only one word - Lizard or Salamander and not Toad. Which is more similar in semantic meaning to Toad?,Lizard
Crocodile|Grinding disk|Spanner,Answer using only one word - Grinding disk or Spanner and not Crocodile. Which is more similar in semantic meaning to Crocodile?,Disk
Boa python|Gecko|Toad,Answer using only one word - Gecko or Toad and not Boa python. Which is more similar in semantic meaning to Boa python?,Gecko
Salamander|Lawn Mower|Shovel,Answer using only one word - Lawn Mower or Shovel and not Salamander. Which is more similar in semantic meaning to Salamander?,Shovel
Paint brush|Anvil|Lawn Mower,Answer using only one word - Anvil or Lawn Mower and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Anvil
Gecko|Snake|Spanner,Answer using only one word - Snake or Spanner and not Gecko. Which is more similar in semantic meaning to Gecko?,Snake
Knife|Axe|Chisel,Answer using only one word - Axe or Chisel and not Knife. Which is more similar in semantic meaning to Knife?,Chisel
Grinding disk|Saw|Toad,Answer using only one word - Saw or Toad and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Toad
Screwdriver|Boa python|Grinding disk,Answer using only one word - Boa python or Grinding disk and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Grinding disk.
Nail|Blindworm|Chisel,Answer using only one word - Blindworm or Chisel and not Nail. Which is more similar in semantic meaning to Nail?,Chisel
Hammer|Boa python|Crocodile,Answer using only one word - Boa python or Crocodile and not Hammer. Which is more similar in semantic meaning to Hammer?,Crocodile
Snake|Anvil|Nail,Answer using only one word - Anvil or Nail and not Snake. Which is more similar in semantic meaning to Snake?,Anvil.
Gecko|Salamander|Saw,Answer using only one word - Salamander or Saw and not Gecko. Which is more similar in semantic meaning to Gecko?,Salamander.
Nail|Caiman|Dinosaur,Answer using only one word - Caiman or Dinosaur and not Nail. Which is more similar in semantic meaning to Nail?,Dinosaur
Axe|Caiman|Grinding disk,Answer using only one word - Caiman or Grinding disk and not Axe. Which is more similar in semantic meaning to Axe?,Caiman
Boa python|Chameleon|Grinding disk,Answer using only one word - Chameleon or Grinding disk and not Boa python. Which is more similar in semantic meaning to Boa python?,Chameleon
Paint brush|Chisel|Salamander,Answer using only one word - Chisel or Salamander and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Chisel
Toad|Nail|Turtle,Answer using only one word - Nail or Turtle and not Toad. Which is more similar in semantic meaning to Toad?,Nail
Knife|Cobra|Shovel,Answer using only one word - Cobra or Shovel and not Knife. Which is more similar in semantic meaning to Knife?,Shovel
Paint brush|Dinosaur|Snake,Answer using only one word - Dinosaur or Snake and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Dinosaur
Nail|Gecko|Saw,Answer using only one word - Gecko or Saw and not Nail. Which is more similar in semantic meaning to Nail?,Saw.
Paint brush|Alligator|Blindworm,Answer using only one word - Alligator or Blindworm and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Alligator
Knife|Chameleon|Saw,Answer using only one word - Chameleon or Saw and not Knife. Which is more similar in semantic meaning to Knife?,Chameleon
Axe|Nail|Screwdriver,Answer using only one word - Nail or Screwdriver and not Axe. Which is more similar in semantic meaning to Axe?,Screwdriver.
Vacuum|Axe|Dinosaur,Answer using only one word - Axe or Dinosaur and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Dinosaur
Shovel|Chisel|Grinding disk,Answer using only one word - Chisel or Grinding disk and not Shovel. Which is more similar in semantic meaning to Shovel?,Chisel
Chisel|Knife|Lizard,Answer using only one word - Knife or Lizard and not Chisel. Which is more similar in semantic meaning to Chisel?,Lizard
Screwdriver|Axe|Hammer,Answer using only one word - Axe or Hammer and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Axe
Grinding disk|Spanner|Vacuum,Answer using only one word - Spanner or Vacuum and not Grinding disk. Which is more similar in semantic meaning to Grinding disk?,Spanner
Gecko|Grinding disk|Saw,Answer using only one word - Grinding disk or Saw and not Gecko. Which is more similar in semantic meaning to Gecko?,Saw
Cobra|Alligator|Lizard,Answer using only one word - Alligator or Lizard and not Cobra. Which is more similar in semantic meaning to Cobra?,Alligator
Vacuum|Hammer|Screwdriver,Answer using only one word - Hammer or Screwdriver and not Vacuum. Which is more similar in semantic meaning to Vacuum?,Screwdriver
Shovel|Gecko|Lizard,Answer using only one word - Gecko or Lizard and not Shovel. Which is more similar in semantic meaning to Shovel?,Lizard
Nail|Caiman|Hammer,Answer using only one word - Caiman or Hammer and not Nail. Which is more similar in semantic meaning to Nail?,Caiman
Anvil|Hammer|Vacuum,Answer using only one word - Hammer or Vacuum and not Anvil. Which is more similar in semantic meaning to Anvil?,Hammer
Chameleon|Saw|Shovel,Answer using only one word - Saw or Shovel and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Saw
Chameleon|Crocodile|Shovel,Answer using only one word - Crocodile or Shovel and not Chameleon. Which is more similar in semantic meaning to Chameleon?,Shovel
Paint brush|Cobra|Knife,Answer using only one word - Cobra or Knife and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Cobra.
Knife|Crocodile|Lawn Mower,Answer using only one word - Crocodile or Lawn Mower and not Knife. Which is more similar in semantic meaning to Knife?,Crocodile
Lawn Mower|Paint brush|Vacuum,Answer using only one word - Paint brush or Vacuum and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Vacuum
Boa python|Oil can|Screwdriver,Answer using only one word - Oil can or Screwdriver and not Boa python. Which is more similar in semantic meaning to Boa python?,Screwdriver
Lawn Mower|Grinding disk|Spanner,Answer using only one word - Grinding disk or Spanner and not Lawn Mower. Which is more similar in semantic meaning to Lawn Mower?,Disk.
Dinosaur|Alligator|Caiman,Answer using only one word - Alligator or Caiman and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Alligator
Cobra|Axe|Salamander,Answer using only one word - Axe or Salamander and not Cobra. Which is more similar in semantic meaning to Cobra?,Salamander
Shovel|Axe|Screwdriver,Answer using only one word - Axe or Screwdriver and not Shovel. Which is more similar in semantic meaning to Shovel?,Axe
Blindworm|Anvil|Toad,Answer using only one word - Anvil or Toad and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Anvil
Paint brush|Lizard|Tortoise,Answer using only one word - Lizard or Tortoise and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Lizard
Axe|Blindworm|Knife,Answer using only one word - Blindworm or Knife and not Axe. Which is more similar in semantic meaning to Axe?,Blindworm
Screwdriver|Axe|Snake,Answer using only one word - Axe or Snake and not Screwdriver. Which is more similar in semantic meaning to Screwdriver?,Axe
Dinosaur|Caiman|Screwdriver,Answer using only one word - Caiman or Screwdriver and not Dinosaur. Which is more similar in semantic meaning to Dinosaur?,Caiman
Paint brush|Hammer|Nail,Answer using only one word - Hammer or Nail and not Paint brush. Which is more similar in semantic meaning to Paint brush?,Hammer
Blindworm|Chameleon|Oil can,Answer using only one word - Chameleon or Oil can and not Blindworm. Which is more similar in semantic meaning to Blindworm?,Chameleon
Toad|Crocodile|Screwdriver,Answer using only one word - Crocodile or Screwdriver and not Toad. Which is more similar in semantic meaning to Toad?,Crocodile
Snake|Knife|Nail,Answer using only one word - Knife or Nail and not Snake. Which is more similar in semantic meaning to Snake?,Nail
